ASSETID;PRICE;UNITPRICE;CONSTRUCTEDAREA;ROOMNUMBER;BATHNUMBER;HASTERRACE;HASLIFT;HASAIRCONDITIONING;HASPARKINGSPACE;ISPARKINGSPACEINCLUDEDINPRICE;PARKINGSPACEPRICE;HASNORTHORIENTATION;HASSOUTHORIENTATION;HASEASTORIENTATION;HASWESTORIENTATION;HASBOXROOM;HASWARDROBE;HASSWIMMINGPOOL;HASDOORMAN;HASGARDEN;ISDUPLEX;ISSTUDIO;ISINTOPFLOOR;CONSTRUCTIONYEAR;FLOORCLEAN;CADCONSTRUCTIONYEAR;CADMAXBUILDINGFLOOR;CADDWELLINGCOUNT;CADASTRALQUALITYID;BUILTTYPEID_1;BUILTTYPEID_2;BUILTTYPEID_3;DISTANCE_TO_CITY_CENTER;DISTANCE_TO_METRO;DISTANCE_TO_CASTELLANA;alq_mediana_eur_m2_barrio;dist_centro_educativo_m;dist_parque_m;dist_espacio_deporte_m;dist_centro_medico_m;delitos_per_10k_barrio;indice_vulnerabilidad
A9382837851816424781;201000.0;4187.5;48;0;1;0;1;1;0;0;25001;0;1;0;1;0;1;0;0;0;0;1;0;1993;1;1993;4;19;4;0;0;1;0.6248086344101499;0.1888681050001318;0.8745945538008569;12.03529528409501;105.2;741.9;280.7;89.6;363.73;0.0086
A9383393342574060199;703000.0;4040.22988505747;174;4;3;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;;3;1880;4;7;3;0;0;1;0.5434030781625497;0.14216387970027733;0.41726029442002033;12.702402548219725;251.5;491.0;319.0;318.9;449.72;0.0078
A9384075462016304238;158000.0;2633.33333333333;60;1;1;0;1;1;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;;4;1930;6;7;6;0;0;1;4.861704180499046;0.07446099124607038;0.7800293258192356;10.819559510247089;182.3;487.6;286.5;379.1;86.97;0.0088
A9384136610661931762;2071000.0;6237.95180722892;332;4;4;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1951;2;1951;8;10;3;0;1;0;2.4723532686812884;0.158239690923402;0.1902673491980214;13.62556410737482;308.7;273.4;816.1;312.2;71.12;0.0059
A9384255526171986961;1846000.0;9230.0;200;3;3;0;1;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;;2;1982;8;22;2;0;0;1;2.689575411016045;0.2425099336306938;0.4761309567801918;14.135447439227704;223.6;416.1;803.9;122.5;108.94;0.0058
A9384273768423836947;163000.0;2910.71428571429;56;3;1;0;1;0;0;0;1;1;0;1;0;0;1;0;0;1;0;0;0;1961;1;1961;5;21;7;0;1;0;7.6525250842244805;0.351477248372305;2.996474725489047;9.24296971119612;240.7;440.4;106.2;578.0;50.13;0.0078
A9384278309243860529;181000.0;2207.31707317073;82;3;1;1;1;1;0;0;1;1;0;0;0;1;1;0;0;0;0;0;0;;2;1965;3;7;7;0;0;1;3.063173765503166;0.3160850585538578;2.1420587326823504;8.510650684981607;270.4;519.6;192.2;658.9;172.14;0.0098
A9384286012062185392;307000.0;3654.7619047619;84;2;2;1;1;1;1;1;1;1;0;1;0;1;1;1;0;1;0;0;0;;2;2007;8;99;4;0;0;1;10.209102980678292;0.7056020384325064;2.702233085345647;10.442884350247178;216.1;993.4;329.8;296.2;56.25;0.0071
A9384287845642255874;226000.0;2511.11111111111;90;0;2;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;1;0;;2;1985;2;2;5;0;0;1;7.746028714890838;0.3828779873843188;6.034596893529621;10.489537411212407;189.7;336.4;138.8;547.0;102.24;0.0088
A9384389223843235171;325000.0;2876.10619469027;113;3;1;1;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1944;4;1944;5;20;5;0;0;1;4.081272235348765;0.28725626923064496;2.563319225152974;9.142390229587019;185.7;120.2;91.2;151.1;75.58;0.0084
A9384468585078009505;267000.0;2206.61157024793;121;3;1;1;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;0;0;;1;1992;3;7;6;0;0;1;8.952376430363024;0.4830829701440362;7.879743631357667;8.163294571650434;188.0;676.9;428.0;183.8;99.0;0.008
A938463183324466503;52000.0;981.132075471698;53;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;1955;3;9;6;0;0;1;8.101291127270832;0.42183636508726036;5.35612171927104;7.372348832798898;185.1;462.5;462.9;369.4;110.95;0.0103
A9384632483073542002;362000.0;4826.66666666667;75;2;2;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;;1;1948;2;9;4;1;0;0;3.7032239820703037;0.49745996789383307;1.736679977510707;11.95832775394372;43.2;639.2;198.9;79.9;79.93;0.0062
A9384896586781389793;413000.0;3441.66666666667;120;4;2;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;;7;1967;8;48;4;0;0;1;6.4856992245798635;0.7533196622109749;0.0957951918051149;10.005606516861894;218.1;414.3;620.1;416.1;128.14;0.009
A9384982757437813460;3227000.0;8087.71929824562;399;5;4;0;1;0;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;;4;1954;7;12;4;0;1;0;1.6055272872484732;0.19658858797878423;0.41375171536722394;14.839434083714979;167.7;338.4;488.7;587.6;202.98;0.0056
A9385131962767736888;100000.0;1666.66666666667;60;3;1;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;1960;4;1960;5;11;7;0;0;1;7.714021648905368;0.22636580196212555;6.291675737531835;8.180968682516747;280.1;614.9;122.7;215.8;93.46;0.0096
A9385674457583833396;581000.0;5187.5;112;2;2;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;1962;8;32;5;0;0;1;2.3472480392089237;0.2949532970295269;1.7694326763974175;13.496693019008978;65.8;225.5;417.3;238.5;124.21;0.0063
A9385732440192478541;208000.0;4333.33333333333;48;2;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1962;;1962;3;7;7;0;0;1;5.570355348192032;0.579879195712216;1.0762016286629208;10.91061187006313;264.3;445.3;470.9;471.2;77.51;0.0087
A938622239638942562;167000.0;1452.17391304348;115;3;2;1;0;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;;;1983;4;8;6;0;0;1;5.298269753856913;0.5494827409604874;2.477391561011737;8.56653878786978;118.8;633.6;157.7;414.4;79.14;0.0101
A9386236281400610087;643000.0;3121.35922330097;206;5;4;0;1;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1966;4;1966;10;24;4;0;1;0;4.286009489823863;0.382534012679287;2.099308013843959;11.95832775394372;376.8;408.0;203.4;380.3;79.93;0.0062
A9386281692935902400;153000.0;2833.33333333333;54;2;1;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1960;3;1960;6;38;7;0;0;1;5.866545298050196;0.38644111548672183;4.296073714657412;8.773060633604885;146.5;937.3;261.5;310.5;95.35;0.0084
A9386308386087772123;582000.0;3754.83870967742;155;4;2;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;4;1964;8;35;4;0;1;0;4.2610954889373955;0.08523201206558727;2.1872805439594436;11.95832775394372;145.5;324.1;371.3;363.2;79.93;0.0062
A9386464047274334126;162000.0;3375.0;48;1;1;1;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;;;1976;4;22;4;1;0;0;8.953081954057179;0.24335528460306724;6.9828491192363416;8.380194914105621;188.2;109.2;252.7;446.0;120.64;0.0089
A938690429967060277;230000.0;3709.67741935484;62;2;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;6;1962;8;32;6;0;0;1;5.285996067158891;0.2778559755812084;3.3208872304982857;10.981237393305198;178.4;600.3;156.3;175.9;47.54;0.0076
A9387964242415132747;158000.0;2590.16393442623;61;2;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;;1;1968;5;17;6;0;0;1;5.7049714206029565;0.3687461602157101;0.9169245594601009;10.91061187006313;122.4;453.9;502.0;381.7;77.51;0.0087
A938799095157234336;309000.0;5942.30769230769;52;1;1;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;;4;1970;5;48;4;0;0;1;5.2915813306954025;0.40968532040837147;1.5133972234985513;12.634978493197226;161.2;338.7;241.2;367.1;54.66;0.0057
A9388838160924762992;400000.0;2919.70802919708;137;3;2;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;;3;1940;7;36;5;0;0;1;1.633660641362053;0.12246613245235809;0.16348141395245033;11.508977632299292;97.4;683.6;40.1;121.2;101.41;0.0074
A9389277247802884893;181000.0;6033.33333333333;30;0;1;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;;3;1994;9;39;3;0;0;1;2.8202866973916674;0.33553548806317857;0.5815877134799611;14.135447439227704;319.0;388.1;683.5;189.8;108.94;0.0058
A9389303692707767854;142000.0;1731.70731707317;82;3;2;1;1;0;1;1;1;0;0;0;1;0;1;0;0;1;0;0;0;1972;5;1972;11;47;6;0;0;1;4.6090171981079715;0.17559164948166728;3.179881920616762;7.982880733469616;54.9;643.3;156.8;222.7;126.85;0.0101
A9389330224061330655;97000.0;1830.18867924528;53;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1960;0;1960;6;13;7;0;0;1;7.096408760247942;0.4121602655211166;5.757595068241393;8.59318199768477;224.5;365.6;136.8;134.4;122.72;0.0099
A9390409766828630251;749000.0;5674.24242424242;132;4;3;1;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;;2;1975;3;3;4;0;0;1;5.655454995384599;0.4001367591604422;0.3471854994540527;13.510373162817435;89.1;647.9;669.2;343.0;53.15;0.0055
A9390572225644501362;263000.0;6575.0;40;1;1;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1900;1;1900;6;9;5;0;0;1;1.11717801054218;0.15543096047538185;1.4814342396103348;13.296247223034015;34.4;363.7;363.6;122.6;247.55;0.0079
A9390676508878077380;305000.0;7093.02325581395;43;1;1;1;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;;5;1930;6;23;6;0;0;1;3.247794971700333;0.14182793464487084;1.163880401725523;11.95832775394372;155.9;404.1;228.4;176.3;79.93;0.0062
A9391191720841401046;301000.0;5901.96078431373;51;2;1;0;0;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;1929;8;18;3;0;0;1;3.2945225202193846;0.12228348090662396;1.8387515365138511;11.613031813294043;201.9;226.7;206.3;389.7;60.57;0.0064
A9391225960282632949;80000.0;1777.77777777778;45;2;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1925;3;1925;3;10;6;0;0;1;3.979221120919868;0.13238987651768463;2.4373422917738585;8.735259397840522;112.3;114.4;208.1;50.2;197.46;0.0121
A9391273021793664461;347000.0;5596.77419354839;62;1;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;1;1956;8;29;5;0;1;0;2.9755373023562894;0.34524020745833545;0.7647037914143858;14.135447439227704;302.7;327.0;500.7;372.1;108.94;0.0058
A9392026992000974166;288000.0;3469.87951807229;83;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1940;5;12;4;0;1;0;0.6847304902846932;0.23049465017230064;1.1443402355682548;13.296247223034015;186.4;514.8;177.2;381.8;247.55;0.0079
A9393629005701560283;262000.0;2729.16666666667;96;2;2;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;2000;4;19;4;0;0;1;4.989918124508112;0.6065428535055414;1.3350992234997345;10.819559510247089;274.4;987.8;161.4;107.6;86.97;0.0088
A9393712566912860552;804000.0;5432.43243243243;148;3;2;1;1;1;1;1;1;0;0;0;1;0;1;0;1;0;0;0;0;1955;7;1955;7;30;2;0;1;0;1.758067367002461;0.3912379927209804;1.6989026142821395;13.264800471860024;206.9;248.1;178.6;220.9;67.92;0.0064
A939411980038918854;725000.0;8630.95238095238;84;2;2;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;;4;1930;7;35;4;0;0;1;2.2850567303599187;0.28623789419775303;0.49704308357969823;13.62556410737482;136.5;399.3;780.2;85.7;71.12;0.0059
A9394379682085886996;80000.0;1142.85714285714;70;3;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;;8;1962;12;49;6;0;0;1;8.49203742366955;0.17356327583334796;5.577076468650163;6.707111044593158;89.1;551.1;87.3;636.7;152.54;0.0116
A93944174304782372;361000.0;4813.33333333333;75;2;1;0;1;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1965;4;1965;7;26;4;0;0;1;2.774018734678231;0.21696557278032694;1.022264463056971;12.97672030170164;127.8;332.9;398.0;227.7;74.85;0.0062
A9394448164016418856;1126000.0;7557.04697986577;149;2;2;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;1;;7;1981;11;16;4;0;0;1;5.086365804855129;0.4984329881294616;0.45841191673366727;13.510373162817435;302.0;262.0;405.6;484.8;53.15;0.0055
A9394842034770899612;396000.0;3882.35294117647;102;3;2;0;1;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;;6;1958;12;41;4;0;0;1;2.4242220705194586;0.6011720640485577;1.257154502488368;11.743407594323175;227.9;342.4;432.7;110.8;82.9;0.0055
A9394996649200802746;170000.0;2833.33333333333;60;2;1;1;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;;6;1963;5;23;6;0;0;1;6.513523014998253;0.18217267550722602;2.3223957589346136;10.079483329155362;30.7;294.8;348.4;337.1;68.8;0.0075
A9395130159660611390;251000.0;4563.63636363636;55;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1975;2;1975;7;22;5;0;1;0;4.349841690047979;0.317708420304576;1.7052833460447339;11.996473737366973;88.3;680.4;246.6;98.9;42.54;0.0065
A9395189148958770191;195000.0;1741.07142857143;112;3;2;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;;2;1993;8;80;4;1;0;0;8.954519818416959;1.4013239704871332;6.002173161690263;7.8350824501419;151.7;1049.6;184.2;838.8;63.81;0.0091
A9395211267272723621;392000.0;3920.0;100;2;1;0;1;0;0;0;20001;0;0;0;0;0;1;0;0;1;0;0;0;;2;1995;7;155;4;0;0;1;2.048937408747618;0.6889340571514738;0.7747484286387656;11.808804071595276;92.9;99.9;139.5;398.1;70.98;0.0067
A9395339509947788150;1793000.0;7795.65217391304;230;4;4;0;1;1;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1928;3;1928;7;28;5;0;0;1;3.1012783541180973;0.2583575688275419;1.5039592750295119;12.97672030170164;173.4;287.7;170.3;91.1;74.85;0.0062
A9395361065605384822;170000.0;2463.76811594203;69;2;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1963;8;37;6;0;0;1;4.339343017639305;0.3748501498658365;2.9293792555528357;9.142390229587019;124.0;431.8;313.0;432.6;75.58;0.0084
A939540503902883003;83000.0;1383.33333333333;60;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1985;4;9;5;0;1;0;7.861012671122649;0.5809868320136478;5.137998174278968;7.372348832798898;54.6;237.2;237.1;460.1;110.95;0.0103
A9395496819326155826;853000.0;3930.87557603687;217;2;2;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;;1980;5;11;5;1;0;0;3.5648253707545683;0.3399674540188395;1.218654678862299;11.587097157856247;68.6;861.4;215.4;196.6;60.96;0.0064
A9396473105670587782;2532000.0;7766.87116564417;326;4;3;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;2017;7;17;1;1;0;0;2.6741224900235334;0.4092397771863922;0.23282391025099997;14.135447439227704;392.7;379.9;625.9;109.7;108.94;0.0058
A9396713855700678319;429000.0;5644.73684210526;76;1;1;1;1;1;0;0;1;0;1;0;0;1;1;0;1;1;0;0;0;;11;1962;14;31;4;0;0;1;5.1275787878230235;0.32427022106370423;0.0436252550555223;13.510373162817435;327.6;224.4;528.8;546.3;53.15;0.0055
A9396771905995090725;214000.0;5487.17948717949;39;2;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1939;2;1939;6;24;4;0;1;0;2.3516548202894474;0.07830284023387257;1.0777220470678885;13.352336944616736;39.1;181.9;183.1;281.0;104.72;0.0063
A9396784981592122486;295000.0;4916.66666666667;60;2;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1976;3;1976;6;44;4;0;0;1;6.041446625779932;0.3851587128996168;0.21516816097306807;11.316965781947555;273.2;781.4;749.4;80.1;84.7;0.0059
A9396951774976496942;314000.0;3528.08988764045;89;3;1;0;0;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;;1;2015;4;9;6;0;0;1;6.017813352589372;0.9789891127449872;3.9899711484649507;10.227858626870113;85.1;1126.7;432.4;693.6;53.6;0.0078
A9397043254726668639;169000.0;3930.23255813954;43;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1993;1;1993;7;15;4;0;0;1;5.369780056061666;0.06470556539640146;0.43462353189424074;12.48405653696381;112.9;623.6;157.7;142.3;92.03;0.0076
A9397214665882351157;297000.0;2724.77064220184;109;3;2;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;1;1969;5;6;9;1;0;0;5.377691257413652;0.652947456088492;1.2092953074230999;10.91061187006313;180.6;593.0;404.5;409.4;77.51;0.0087
A9397614292629673132;160000.0;3200.0;50;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1968;4;1968;4;16;5;0;0;1;6.014014073250528;0.3509585251952198;0.2453841350421998;10.005606516861894;115.7;440.8;404.5;502.1;128.14;0.009
A9397678022946924387;236000.0;5130.4347826087;46;2;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1930;4;1930;5;31;4;0;0;1;2.6638325085335657;0.26602304858467685;0.05769912593239991;10.41840543292781;106.8;270.4;353.0;233.6;61.87;0.0076
A9397832484345157516;127000.0;1814.28571428571;70;3;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;;4;1960;5;11;7;0;0;1;4.30686439779736;0.7524481754761889;2.108367506828912;8.213529440069962;154.4;389.0;120.8;174.7;99.18;0.0102
A9398132308851547212;479000.0;3574.62686567164;134;4;2;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0;0;0;2004;1;2004;5;151;3;0;0;1;6.4212512898303356;0.9816210286310532;5.335666919942272;9.012786979494857;295.0;248.0;40.0;965.8;58.01;0.0073
A9398597745716339441;379000.0;5414.28571428572;70;2;1;1;1;0;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1998;3;1998;5;21;4;0;0;1;0.7472411693499481;0.1599701418013692;1.449192713847163;12.550271901965226;88.5;293.5;404.8;349.3;224.26;0.0078
A9398604605376144491;961000.0;6006.25;160;5;3;1;1;1;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;;1;1973;8;15;4;0;1;0;4.982546250762062;0.5063452217391362;0.5979599168584718;12.634978493197226;153.7;415.8;362.0;325.4;54.66;0.0057
A9398994436730341409;351000.0;4387.5;80;3;2;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1916;5;24;4;0;0;1;0.6851032784165989;0.20458378592892076;1.0945486982368715;12.03529528409501;147.0;563.6;103.7;207.2;363.73;0.0086
A9399013044721002429;1050000.0;6176.47058823529;170;3;2;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;;1;1948;5;13;4;0;0;1;1.5810548417713026;0.11469959786136845;0.44853918543803045;14.839434083714979;191.5;266.0;408.3;653.8;202.98;0.0056
A9399183990819545915;151000.0;2435.48387096774;62;3;1;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;;0;1970;9;52;6;0;1;0;8.10252528502768;0.34181068877558013;4.796363505599312;10.021195224634173;82.2;426.3;168.8;317.5;57.05;0.0072
A9399738524679022132;85000.0;1545.45454545455;55;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1960;3;1960;5;11;6;0;0;1;4.445591594679461;0.3008682024723066;2.9710137776397576;8.627263235202374;107.0;402.6;339.6;517.1;140.95;0.0116
A9400102843789726335;154000.0;2138.88888888889;72;2;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;1955;5;21;6;0;0;1;3.05104460557465;0.32217063428185994;3.7440491922689003;9.044642752029505;51.4;572.9;284.3;292.6;84.62;0.0094
A9400149271796096599;160000.0;1777.77777777778;90;3;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;11;1985;13;39;4;0;0;1;4.232371000171225;0.35508789504875476;4.356339719490797;8.377631696472392;115.4;288.7;224.2;473.0;75.23;0.0093
A9400242160025531394;105000.0;1000.0;105;2;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1998;0;1992;3;12;5;0;1;0;4.9328694821202825;0.6440488816549037;4.026763938923657;7.920038604783481;221.9;291.3;394.3;687.1;89.13;0.0103
A9400424734017509966;241000.0;3707.69230769231;65;1;1;0;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;;3;2008;5;18;4;1;0;0;11.604918584134358;0.8957339082589244;8.614617081586328;11.356775109486607;318.0;833.1;379.7;475.3;75.71;0.0054
A9400500120258006126;107000.0;2140.0;50;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1966;4;17;7;0;0;1;8.229517483740553;0.4426248199465087;6.3502792105388;8.380194914105621;128.3;259.0;178.5;448.8;120.64;0.0089
A9400508080113531785;119000.0;1830.76923076923;65;2;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1968;0;1968;5;16;6;0;0;1;5.584062715168671;0.3678800441317506;5.24983592614783;8.005673263535959;118.4;717.2;471.6;543.7;90.45;0.0089
A9400691443634088156;104000.0;859.504132231405;121;3;2;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1994;8;16;5;0;0;1;3.9378690423042215;0.6317329593094073;2.986534711835835;8.646014562781815;215.3;320.9;220.8;497.1;65.85;0.0081
A9401515285136014105;669000.0;6623.76237623762;101;3;2;1;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;1971;5;1971;5;25;5;0;0;1;4.574609375543747;0.44190516255802614;0.8275122729722174;12.634978493197226;34.0;138.2;563.7;208.3;54.66;0.0057
A9401735427293565188;956000.0;4345.45454545455;220;5;4;1;1;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1980;3;1980;5;17;3;0;0;1;5.78866915130887;0.41454692506623775;3.0667157208426077;11.692136651942763;182.9;185.0;183.8;360.9;48.36;0.007
A9401936682630342361;89000.0;1369.23076923077;65;2;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;5;1966;6;25;6;0;1;0;4.06384319431009;0.2784073882875885;4.792343368815792;8.377631696472392;74.6;784.8;356.0;639.7;75.23;0.0093
A9402121952432243259;165000.0;1473.21428571429;112;3;2;1;1;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1984;9;1984;14;237;5;0;0;1;6.393300389628587;0.4052917978934683;4.931173579753232;8.141700434947378;160.4;496.7;221.3;263.5;60.46;0.0111
A9402130416090712075;326000.0;3260.0;100;3;2;1;1;1;1;1;1;0;0;0;0;1;1;0;0;1;0;0;0;;3;1997;8;270;4;0;0;1;7.947952484710201;0.14835048300946563;6.7304037484603425;9.029156558930636;183.4;652.1;508.5;122.9;66.12;0.0073
A9402172639316070404;388000.0;4850.0;80;3;2;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1916;5;24;4;0;0;1;0.7471282616499721;0.23475998786629942;1.1121613690823309;12.03529528409501;87.6;601.3;44.9;248.0;363.73;0.0086
A9402292024109819197;413000.0;4693.18181818182;88;2;2;1;1;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1970;5;1970;9;100;3;0;0;1;5.2815258041263595;0.344267624462492;0.17943014812064156;12.48405653696381;289.2;501.7;256.4;321.8;92.03;0.0076
A9402417300989654171;714000.0;7437.5;96;2;2;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;1880;2;6;6;1;0;0;1.1312232291759368;0.17768660671678582;1.5118891531651681;13.296247223034015;41.2;343.7;348.6;147.1;247.55;0.0079
A9402861054811795914;113000.0;1614.28571428571;70;3;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;3;1945;3;6;6;0;0;1;4.053416828636889;0.05787412055083445;2.5504614230762965;8.627263235202374;76.8;232.6;179.0;140.3;140.95;0.0116
A9403774189795390817;82000.0;1863.63636363636;44;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1950;5;31;7;0;0;1;3.55477127308591;0.5834532665331996;2.2978100043041683;8.627263235202374;246.2;593.3;248.4;310.4;140.95;0.0116
A9403960257953131577;385000.0;4139.78494623656;93;3;2;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;;3;1967;7;4;5;0;0;1;4.316410677097781;0.22649878308886848;1.7059432319836392;11.00776628575005;144.4;341.9;268.7;405.4;108.94;0.0086
A9404361804445641672;98000.0;1152.94117647059;85;3;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;;1;1989;4;11;6;0;1;0;8.310501913255694;0.31377449738658375;5.560549756427303;7.372348832798898;298.9;634.1;629.5;348.9;110.95;0.0103
A9404574109876809159;381000.0;6047.61904761905;63;2;1;0;0;1;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;1966;4;1966;13;33;6;0;0;1;5.195992833136202;0.3526444225779825;1.4458571201840695;12.634978493197226;155.6;242.5;268.8;422.9;54.66;0.0057
A9404582454987958354;123000.0;3514.28571428571;35;1;1;0;1;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;2008;2;2008;4;4;9;0;0;1;3.0031973281312454;0.29761642053333826;2.14166890092984;8.510650684981607;285.7;521.8;178.0;595.7;172.14;0.0098
A9404593917642498188;490000.0;5444.44444444445;90;4;2;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;;2;1978;7;23;5;0;1;0;2.769003190545037;0.35742175310089;0.41428493919471904;12.974903152224917;177.6;550.2;682.2;40.4;65.21;0.0062
A9404687345286410393;486000.0;6942.85714285714;70;1;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1936;7;45;4;0;0;1;2.380700666000572;0.2658121869692723;0.9929726065678515;13.073037137847258;150.2;840.1;264.9;357.9;94.17;0.0062
A9405194219999888;343000.0;4900.0;70;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;5;1945;5;11;5;0;0;1;4.721799432220566;0.20707031970096043;0.8010858417063197;12.48405653696381;45.9;495.5;242.6;483.3;92.03;0.0076
A9405666769923921252;336000.0;6720.0;50;2;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;1929;5;7;9;0;0;1;3.5902190167128314;0.09854796894481443;1.4162292041294458;11.95832775394372;205.3;752.2;158.8;253.0;79.93;0.0062
A9406056409292955088;402000.0;6090.90909090909;66;1;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;2;1962;14;31;4;0;0;1;5.192643720498685;0.39314733143962394;0.017746594218599348;13.510373162817435;366.4;296.3;456.1;512.0;53.15;0.0055
