ASSETID;PRICE;UNITPRICE;CONSTRUCTEDAREA;ROOMNUMBER;BATHNUMBER;HASTERRACE;HASLIFT;HASAIRCONDITIONING;HASPARKINGSPACE;ISPARKINGSPACEINCLUDEDINPRICE;PARKINGSPACEPRICE;HASNORTHORIENTATION;HASSOUTHORIENTATION;HASEASTORIENTATION;HASWESTORIENTATION;HASBOXROOM;HASWARDROBE;HASSWIMMINGPOOL;HASDOORMAN;HASGARDEN;ISDUPLEX;ISSTUDIO;ISINTOPFLOOR;CONSTRUCTIONYEAR;FLOORCLEAN;CADCONSTRUCTIONYEAR;CADMAXBUILDINGFLOOR;CADDWELLINGCOUNT;CADASTRALQUALITYID;BUILTTYPEID_1;BUILTTYPEID_2;BUILTTYPEID_3;DISTANCE_TO_CITY_CENTER;DISTANCE_TO_METRO;DISTANCE_TO_CASTELLANA;alq_mediana_eur_m2_barrio;dist_centro_educativo_m;dist_parque_m;dist_espacio_deporte_m;dist_centro_medico_m;delitos_per_10k_barrio;indice_vulnerabilidad
A10000037964896093228;255000.0;2628.86597938144;97;3;2;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;4;1966;7;8;6;0;0;1;7.829495166610736;0.254411703070073;3.027988419322015;9.24296971119612;175.9;350.9;96.0;577.2;50.13;0.0078
A10000072440601830803;82000.0;1322.58064516129;62;2;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;1;1965;5;11;7;0;1;0;6.435241406034426;0.2684716770902403;4.693939144945466;8.141700434947378;104.5;342.6;272.1;287.3;60.46;0.0111
A10000538600815177437;133000.0;1985.07462686567;67;3;1;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1976;3;1976;5;17;7;0;0;1;4.836414939035593;1.0611461123449677;2.6232575349080447;8.735259397840522;220.5;509.8;246.1;287.4;197.46;0.0121
A10000654405436195291;204000.0;1133.33333333333;180;3;2;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;0;1976;4;13;6;0;0;1;4.664783655044045;0.42797661250904695;3.1317387385946245;9.142390229587019;74.9;579.2;324.8;494.8;75.58;0.0084
A10000872160480475600;161000.0;2981.48148148148;54;2;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1955;1;1955;3;7;6;0;0;1;4.0631189605249185;0.3770452013718469;2.7022177788070154;7.982880733469616;79.3;315.3;50.5;369.0;126.85;0.0101
A10001362419935476012;210000.0;7500.0;28;1;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;6;1890;6;13;3;0;0;1;0.33569440483922236;0.25835207960308665;1.1555996223719052;12.512303709352325;393.5;412.6;584.4;331.2;1395.23;0.0079
A10001371118289901000;78000.0;1368.42105263158;57;3;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;5;1965;6;25;6;0;1;0;7.269906582153821;0.28054929229992087;4.381209278942321;7.2685592634852405;245.9;132.2;146.8;229.0;75.28;0.0098
A10001425521130099891;387000.0;2976.92307692308;130;4;2;1;1;0;1;1;1;0;0;1;1;0;1;1;0;1;0;0;0;;2;1991;7;87;4;0;0;1;6.523380908034508;0.5491088086299903;5.30509626082993;8.59318199768477;334.2;520.8;304.7;32.9;122.72;0.0099
A10001703813508846172;260000.0;3095.2380952381;84;1;1;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;2002;1;2002;8;98;4;0;0;1;1.5601275785298239;0.33604056114175873;1.5792075239440382;11.808804071595276;245.3;305.5;397.1;211.3;70.98;0.0067
A10001980858746879564;270000.0;2700.0;100;3;2;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;;1;2005;7;203;4;0;0;1;9.170109275354228;0.17614932910702724;8.03270637737321;8.350464540754196;111.6;873.8;92.9;591.1;32.44;0.0067
A10002455698396830006;1256000.0;4830.76923076923;260;4;3;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;;4;1969;8;42;4;0;0;1;2.5440137893480306;0.11111982320016105;1.1954070803833186;13.073037137847258;155.0;840.8;135.4;512.1;94.17;0.0062
A10002838477396882756;148000.0;2387.09677419355;62;2;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;5;1964;5;11;6;0;0;1;7.421238703754251;0.21133531361015062;3.12926553504464;9.24296971119612;66.2;587.4;171.1;473.2;50.13;0.0078
A10002931325361238444;79000.0;987.5;80;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;3;1993;2;2;5;0;0;1;7.2049122499506435;1.4668101763008614;4.7093646875988115;7.372348832798898;763.8;603.2;371.2;181.1;110.95;0.0103
A10003374225755517685;539000.0;4606.83760683761;117;3;2;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;;1;1960;5;20;4;0;0;1;4.2949338733969356;0.4377353025035071;0.6437913134426378;12.252447863659858;167.8;317.0;195.1;247.2;156.2;0.0076
A10003620546591234571;124000.0;1771.42857142857;70;3;1;1;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;3;1968;5;40;7;0;0;1;5.911741901517443;0.49794649346077946;4.52487484354854;8.13487763737029;178.4;471.8;274.8;514.9;91.6;0.0116
A10004055128863281730;1012000.0;7228.57142857143;140;3;2;0;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;1829;3;1829;6;13;4;0;1;0;2.175918991935292;0.17892394769892303;0.8077557480679327;14.839434083714979;314.8;672.2;415.5;214.0;202.98;0.0056
A10004246979051632516;2542000.0;6517.94871794872;390;7;2;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1950;5;1950;6;15;4;0;1;0;0.3444848464307976;0.24919965299766786;0.5942860974812889;12.702402548219725;314.6;670.2;527.7;297.8;449.72;0.0078
A10004504416231386354;93000.0;1367.64705882353;68;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1960;0;1960;5;23;6;0;1;0;4.0106430187138224;0.38919901655070366;1.1860781360316142;8.331369986175199;97.5;782.2;47.8;257.8;99.19;0.0103
A10004835117134398663;768000.0;5688.88888888889;135;4;2;1;1;1;0;0;50001;1;1;1;1;0;1;1;1;1;0;0;0;1976;9;1976;16;136;3;0;1;0;2.508755385019605;0.40079857227326043;1.6332813572699239;11.743407594323175;47.8;410.2;596.8;289.4;82.9;0.0055
A10005037921862726356;144000.0;1636.36363636364;88;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1960;0;1960;5;21;7;0;0;1;6.5024683794943865;0.3453512825488505;5.0579222583867125;10.489537411212407;40.4;582.2;556.5;521.1;102.24;0.0088
A10005090920840447561;81000.0;1265.625;64;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;2005;2;2;6;0;1;0;5.296733329924478;0.5134392150945429;2.3443789153300245;7.617969087648705;119.8;1036.2;104.1;409.1;85.41;0.0099
A10005166768828540841;137000.0;1734.17721518987;79;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1961;4;1961;5;16;7;0;1;0;3.3698627992921466;0.32368199274879866;2.288023480280787;8.510650684981607;268.9;709.9;202.4;542.2;172.14;0.0098
A10005402675572587254;126000.0;2100.0;60;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1964;5;20;6;0;0;1;5.977250641359544;0.14385896342884924;6.284475128003092;8.700235083236278;199.4;725.9;292.0;265.1;114.26;0.0088
A10005430955946432056;220000.0;3384.61538461539;65;1;1;1;1;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;2006;1;2006;4;8;4;0;0;1;2.07299304340897;0.12872590351778865;2.8603807435926973;9.044642752029505;50.3;297.8;334.0;407.1;84.62;0.0094
A10005470813929001369;822000.0;3895.7345971564;211;5;3;1;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;;2;1971;8;99;4;0;0;1;6.159283116949619;0.429395912845979;0.046697086512190164;11.316965781947555;285.3;575.2;684.1;286.1;84.7;0.0059
A10005485048506731453;476000.0;5063.82978723404;94;2;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;;4;1910;4;12;3;0;0;1;0.49083179320565146;0.23224491812571937;0.39392780635582664;12.702402548219725;208.1;469.4;384.1;224.4;449.72;0.0078
A1000588123640281082;160000.0;2909.09090909091;55;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1950;2;1950;3;17;6;0;1;0;2.743815835733849;1.1438979096065018;3.4338580294534657;11.30408121352357;70.8;246.3;187.7;223.8;258.68;0.0066
A10007028310445672831;147000.0;1837.5;80;3;1;1;1;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;;2;1968;5;21;6;0;0;1;7.910498250949475;0.7623572972915921;7.4775153466141155;7.964013628666645;213.0;406.2;423.2;573.7;58.4;0.0089
A10007141755888636364;255000.0;4636.36363636364;55;2;1;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;1964;5;22;6;0;0;1;5.755985435597672;0.5482532120169473;3.8778861207649533;10.227858626870113;124.0;901.1;434.9;315.8;53.6;0.0078
A10007409135024974279;2901000.0;6907.14285714286;420;6;5;1;1;1;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;;3;1961;10;22;3;0;0;1;2.124920761403679;0.13703637884963035;0.21819388962704622;13.62556410737482;119.7;546.4;978.2;211.1;71.12;0.0059
A10007415210189986898;365000.0;3578.43137254902;102;3;2;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;;1;2002;5;33;4;0;0;1;6.794404519845152;0.05239924527189625;3.673630854214988;10.021195224634173;113.3;932.0;266.5;759.4;57.05;0.0072
A10007788815166216381;704000.0;5101.44927536232;138;3;2;1;1;0;0;0;1;0;1;0;0;1;1;0;1;0;0;0;0;1957;2;1957;7;39;3;0;0;1;2.645486530452626;0.27193283912711314;0.23332939334618738;12.974903152224917;51.2;329.5;793.3;179.3;65.21;0.0062
A10008092593001866200;99000.0;1523.07692307692;65;2;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1955;0;1955;3;7;6;0;0;1;4.097715213637396;0.7356463151011841;1.4744880204324957;7.882015631104825;275.5;789.3;305.0;237.2;110.26;0.0106
A10008282222108822499;298000.0;5418.18181818182;55;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1995;;1995;5;18;3;0;0;1;0.6697225877294453;0.2823898153849543;0.8664876386734827;13.296247223034015;108.4;466.8;283.5;524.8;247.55;0.0079
A10008442616761783181;199000.0;2211.11111111111;90;2;2;0;1;1;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;2006;3;2006;7;44;4;0;0;1;7.138022680221496;1.3031147598893238;4.412398571041791;7.372348832798898;213.5;628.5;324.0;234.6;110.95;0.0103
A10008595080626698929;427000.0;4447.91666666667;96;2;1;0;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0;0;2001;2;2001;5;15;4;0;0;1;0.7136136463071043;0.12113795286236238;1.4097485673501742;12.550271901965226;76.1;323.7;365.7;315.5;224.26;0.0078
A10008620920960686886;274000.0;2795.91836734694;98;2;1;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;4;2000;4;9;4;0;0;1;5.220008862492735;0.3368221817656116;3.702713364344939;8.773060633604885;201.1;640.4;33.2;374.2;95.35;0.0084
A1000871406576437977;565000.0;4669.42148760331;121;2;2;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;4;2004;5;16;4;0;0;1;1.023534220240792;0.21595271470890778;1.202621780005187;13.296247223034015;84.7;419.2;514.3;212.9;247.55;0.0079
A10008827322735673067;167000.0;1964.70588235294;85;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1980;4;1980;4;15;7;0;1;0;5.544799155222816;0.6900216707299698;1.187656819855539;10.91061187006313;329.8;432.2;442.3;508.7;77.51;0.0087
A10009200056994229623;269000.0;3022.47191011236;89;3;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;;1;1971;4;11;6;0;0;1;2.7457262295604745;0.34549041608161446;2.2202754621458944;8.633594804717255;229.1;699.4;169.3;342.2;115.85;0.0104
A10009271740814723208;857000.0;2720.63492063492;315;3;3;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;0;1;1988;3;1988;4;6;3;0;0;1;7.006150754947167;0.5466820023280579;1.8118503141925704;11.42448652223742;148.1;539.2;443.4;264.6;33.52;0.0067
A10009368968113911315;188000.0;2350.0;80;3;1;0;0;0;0;0;20001;0;0;0;0;0;0;0;0;0;0;0;0;;3;1965;11;22;6;0;1;0;6.082140151045702;0.09730139034332341;4.353938086983476;10.489537411212407;120.0;1248.1;206.9;103.8;102.24;0.0088
A10009484696204475651;175000.0;2734.375;64;3;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1979;1;1979;2;9;7;0;0;1;11.932409754530218;0.29375385344700206;8.518199581718799;9.858362605182245;80.8;548.3;96.5;314.1;54.83;0.0062
A10009615736303134186;175000.0;4268.29268292683;41;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1951;6;29;4;0;0;1;3.225548076495249;0.12940205645839856;1.0578500089117127;11.95832775394372;228.9;414.3;214.5;281.5;79.93;0.0062
A10009694922937055187;168000.0;2434.78260869565;69;3;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1975;1;1975;4;20;5;0;1;0;6.2674599799855395;1.1503199502154273;4.1208091011680725;9.582401728471236;203.2;925.0;696.6;826.9;50.09;0.0073
A10009730040287280983;232000.0;2864.1975308642;81;3;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;1973;7;15;4;0;1;0;10.423570179208;0.265627955942462;8.326832644948036;9.203780570302383;239.5;724.8;421.1;417.0;50.94;0.0058
A10009789857240187225;434000.0;3338.46153846154;130;2;1;1;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1973;1;1973;7;10;5;0;0;1;3.5178134611371044;0.24867025482358532;1.97009516807275;11.613031813294043;208.5;195.2;225.4;278.3;60.57;0.0064
A10009961002176010171;83000.0;1092.10526315789;76;2;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1972;5;19;6;0;0;1;8.242967881037067;0.5311378644441143;5.636462225639612;7.372348832798898;247.9;619.7;170.1;444.1;110.95;0.0103
A10010531335282360952;396000.0;3700.93457943925;107;3;2;0;1;1;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1966;1;1966;6;21;6;0;0;1;5.344639468029336;0.5450361311520895;2.8031119176856842;11.692136651942763;156.4;262.9;109.1;511.6;48.36;0.007
A10010568585786177720;574000.0;4013.98601398601;143;3;2;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;1987;1;1987;3;3;4;0;0;1;7.664669250864678;1.611558992667121;4.580384986819977;9.90354210522102;796.8;317.3;808.8;650.0;28.03;0.006
A10010636584714020653;163000.0;2116.88311688312;77;3;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;;3;1977;5;21;6;0;1;0;7.6750955779531305;0.1845341708400754;2.685533617276251;9.24296971119612;50.9;695.2;253.9;408.9;50.13;0.0078
A10010730701157900323;122000.0;1876.92307692308;65;2;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;1;1966;4;12;6;0;0;1;2.785425142798386;0.6259471916344275;1.4771738882910657;8.577153583049746;64.4;161.4;254.1;199.7;96.63;0.0098
A10010845609652825905;480000.0;4848.48484848485;99;2;2;0;1;0;0;0;75001;0;1;1;1;1;1;0;0;0;0;0;1;2001;4;2001;5;37;4;0;0;1;0.5422139738511101;0.08891210894949625;0.5942845851185258;12.03529528409501;130.3;677.0;406.8;304.0;363.73;0.0086
A10011108968116362626;83000.0;1338.70967741936;62;3;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;0;1969;4;13;6;0;1;0;3.8930110988646778;0.23755811428624765;3.700396122130875;8.633594804717255;10.5;523.7;339.8;348.0;115.85;0.0104
A10011194524250452613;125000.0;1785.71428571429;70;2;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;1983;5;18;6;0;0;1;4.18205972467534;0.27771938652024464;3.2971122272867954;7.920038604783481;185.7;561.7;707.8;268.6;89.13;0.0103
A10011318022231015213;224000.0;2516.85393258427;89;2;2;1;1;0;1;1;1;0;0;0;0;1;1;1;0;1;0;0;0;;4;2003;11;378;4;0;0;1;5.798461676676318;0.8106381818594387;2.846440986489037;7.617969087648705;415.1;570.0;313.4;812.7;85.41;0.0099
A10011425076937957822;52000.0;945.454545454546;55;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1940;4;17;7;0;1;0;3.666639881788029;0.6295714841614536;2.409050944106328;8.627263235202374;216.0;561.0;356.8;384.0;140.95;0.0116
A10011825589893432647;599000.0;5119.65811965812;117;3;2;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;0;0;;1;1970;7;36;5;0;0;1;2.3676017569993246;0.30997853386674035;1.66847253982443;13.264800471860024;149.5;298.7;430.1;290.5;67.92;0.0064
A1001211900140442783;77000.0;1100.0;70;3;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;4;1969;5;21;6;0;1;0;5.609868342180646;0.21737921806534047;4.2838138748395735;7.920038604783481;348.9;482.1;161.9;610.4;89.13;0.0103
A10012193013480926024;272000.0;3200.0;85;4;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1957;3;1957;5;9;6;0;1;0;2.157151311163137;0.28253416959319416;2.9282405810139864;9.044642752029505;58.5;380.2;387.5;263.8;84.62;0.0094
A10012221470240925424;174000.0;4243.90243902439;41;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;1969;7;31;5;0;0;1;2.414363274628582;0.08313846551194715;0.6082816470968824;13.62556410737482;137.8;525.3;523.9;212.0;71.12;0.0059
A10012667480952043988;641000.0;4006.25;160;3;2;0;1;1;1;1;1;0;0;1;1;1;1;1;1;1;0;0;0;2000;1;2000;6;119;4;0;0;1;8.19397170081993;1.0596533214048311;5.7974883477382;12.540448781867775;254.0;173.3;255.0;869.0;31.88;0.006
A10012809092322864699;264000.0;2933.33333333333;90;3;2;0;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;0;0;;3;1994;6;122;5;0;0;1;5.378122222144106;1.2210193528188895;3.1456586760617125;8.063065887539212;278.9;820.2;207.6;358.4;93.69;0.0108
A10013217523227482323;424000.0;5300.0;80;2;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;2;1979;6;12;6;0;0;1;0.815938467586262;0.15927463134464842;1.2644069913899276;12.03529528409501;203.4;505.8;127.7;381.0;363.73;0.0086
A10013426768840177122;191000.0;5026.31578947368;38;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;;0;1950;7;12;5;0;0;1;1.2865301961970124;0.36055561909716305;1.9710272758805611;11.30408121352357;80.5;100.5;684.2;194.3;258.68;0.0066
A10013440929561519022;76000.0;950.0;80;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1963;4;12;6;0;1;0;8.034324602218875;0.470129924732789;5.291047706764525;7.372348832798898;159.4;413.6;413.8;398.2;110.95;0.0103
A10013833872280348460;157000.0;1962.5;80;3;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;1;1972;5;10;6;0;0;1;3.263075131639773;0.3294650208139117;3.964293504983297;9.044642752029505;214.5;678.8;377.7;284.4;84.62;0.0094
A10013894985232201385;1690000.0;7041.66666666667;240;4;3;1;1;1;1;1;1;1;0;1;0;0;1;0;1;0;0;0;0;1915;5;1915;7;30;3;0;0;1;0.8057343221313982;0.46078801962730964;0.030851812927952613;12.702402548219725;340.2;107.4;368.3;340.9;449.72;0.0078
A10014676174640703771;577000.0;3846.66666666667;150;4;2;0;1;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;;0;1953;8;25;3;0;0;1;2.471783268022367;0.6393255740534183;1.4091608674782197;11.743407594323175;69.3;84.9;376.1;320.4;82.9;0.0055
A10014711622654219148;140000.0;1750.0;80;3;1;1;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;;1;1980;4;13;6;0;0;1;8.179100645852554;0.20186391758719968;6.37700971771315;8.380194914105621;90.4;111.4;293.6;218.7;120.64;0.0089
A10014750855701026167;345000.0;5073.52941176471;68;2;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;4;1900;5;17;4;0;0;1;0.9993838629136879;0.11616818930093481;0.7292219414860714;12.03529528409501;64.2;985.4;165.3;175.0;363.73;0.0086
A10014886143687346072;103000.0;1745.76271186441;59;3;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;1961;0;1961;3;13;7;0;1;0;11.037597066122046;0.8692432505476057;9.18996561963964;8.333333333333334;251.1;1592.0;224.3;609.7;829.88;0.0077
A10015495182445694692;695000.0;4860.13986013986;143;4;2;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1940;2;1940;7;45;3;0;1;0;2.4134559846356187;0.2960270726761564;1.4871337034639949;12.574727176577554;182.6;610.7;721.7;253.6;62.07;0.0061
A10015633877553382753;246000.0;4100.0;60;2;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1965;3;1965;13;193;6;0;0;1;6.7332054534911014;0.06778715173884024;2.4191520816730603;10.079483329155362;181.1;353.8;189.1;464.0;68.8;0.0075
A10015647810036286815;142000.0;3550.0;40;0;1;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;;0;2005;4;5;6;0;0;1;4.035987109243363;0.3666330814465222;4.503132545630456;8.377631696472392;88.7;225.4;211.1;129.4;75.23;0.0093
A10015855634452705942;180000.0;3157.89473684211;57;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;;4;1900;5;11;4;0;0;1;0.9371212004884403;0.10371495724442817;1.4183337389183728;13.296247223034015;23.4;274.0;454.1;284.7;247.55;0.0079
A10016417913964611343;219000.0;5615.38461538462;39;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1935;2;1935;5;25;4;0;0;1;1.9778693927413171;0.1094794800058162;0.8135507411335512;13.352336944616736;122.7;157.7;765.2;151.4;104.72;0.0063
A10016701277822763663;254000.0;5291.66666666667;48;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;;1;1931;5;6;5;0;0;1;0.8078254022926532;0.16233508477207068;0.8193871994368557;12.03529528409501;75.7;887.2;172.9;236.1;363.73;0.0086
A10016766824803966776;313000.0;3516.85393258427;89;3;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;;7;1920;7;33;5;0;1;0;2.84463042637999;0.1827684243163517;0.12045639302393923;11.622516681410417;163.6;449.4;207.3;328.4;60.94;0.0069
A10017285200409482018;353000.0;5191.17647058824;68;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;2017;4;14;8;1;0;0;3.759688849161145;0.4778382895226045;1.5253748070274595;11.00776628575005;325.6;384.9;246.2;287.5;108.94;0.0086
A10017497168679093739;150000.0;3750.0;40;2;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;3;1987;5;28;5;0;0;1;1.7912364553503313;0.4641741243375705;0.7949443966644204;11.808804071595276;121.5;171.6;242.9;312.8;70.98;0.0067
A1001760145909857802;247000.0;2975.90361445783;83;3;1;0;1;0;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;1971;;1971;14;59;6;0;1;0;7.966006042075239;0.8093236610635828;0.6663207170324456;10.442884350247178;45.6;403.2;452.4;423.1;56.25;0.0071
A10018711124849348821;97000.0;1564.51612903226;62;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1960;3;1960;6;13;7;0;0;1;7.39914523765819;0.19323981744935764;6.0299465648568535;8.59318199768477;124.7;443.7;154.3;165.6;122.72;0.0099
A10019072997332711603;650000.0;6372.54901960784;102;3;2;0;1;0;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0;;3;1970;8;55;4;0;0;1;2.695260820129602;0.48589928691614526;0.3130962695045298;14.135447439227704;397.7;502.1;672.6;27.0;108.94;0.0058
A10019318967399185187;147000.0;1729.41176470588;85;3;1;0;1;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;;11;1985;6;26;5;0;0;1;8.44503511087657;0.6773921265306518;6.88317052735043;7.513523065574023;108.1;431.1;96.5;429.8;53.51;0.0083
A10019502868176190933;137000.0;1427.08333333333;96;3;2;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;;0;1986;4;9;5;0;0;1;6.306524879707384;2.4339906826275337;3.6966970488742166;7.386806769491732;207.3;594.4;204.9;140.6;109.6;0.0119
A10020281878450907576;692000.0;9105.26315789474;76;3;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1945;7;1945;8;33;3;0;0;1;1.9055908093873668;0.17514275224295603;0.8772437778629745;13.352336944616736;134.2;151.1;726.2;184.9;104.72;0.0063
A10020290868031839667;339000.0;3568.42105263158;95;2;1;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;;3;1923;5;21;4;0;0;1;0.8735117137044541;0.07262400891407;0.6649629337812464;12.03529528409501;84.1;843.4;279.9;324.4;363.73;0.0086
A1002097734280546058;90000.0;1578.94736842105;57;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;2;1960;4;9;7;0;1;0;7.489910475810361;0.6165120480591846;5.968040435700096;8.180968682516747;151.4;492.8;232.6;454.1;93.46;0.0096
A10021121407382137994;233000.0;3025.97402597403;77;1;1;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;;0;1958;4;21;5;1;0;0;4.14929505908833;0.3214735645691196;3.48650442755606;7.967674049420418;69.6;501.6;649.9;550.0;119.49;0.0101
A10021291449240255235;380000.0;3619.04761904762;105;3;2;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;;1;2011;5;318;4;0;0;1;9.47183519420291;0.8014451052146441;7.697352825848329;9.903943565888264;117.4;683.5;318.0;707.5;106.01;0.0077
A10021427203157512005;674000.0;5349.20634920635;126;3;2;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;;1;1890;5;11;3;0;0;1;0.5485663606515854;0.1528740100096941;1.3004530389361375;12.550271901965226;151.7;400.0;308.4;154.1;224.26;0.0078
A10021534689656550769;176000.0;1760.0;100;3;2;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;;0;1975;4;5;7;0;0;1;3.9053442286790703;0.4927512013948189;2.6045252085266957;8.627263235202374;105.1;559.3;530.4;424.9;140.95;0.0116
A10021691381774154162;175000.0;2916.66666666667;60;1;2;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1979;0;1979;10;41;4;0;0;1;8.102304008834142;0.4813154513708132;6.71325593977241;9.029156558930636;56.0;360.1;220.7;618.6;66.12;0.0073
A10022017320545513743;389000.0;5557.14285714286;70;2;1;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;2;1935;4;17;4;0;0;1;1.7349222107467461;0.3477791805821385;0.9423916335902162;13.352336944616736;77.5;76.9;574.2;264.6;104.72;0.0063
