propertyCode,precio_anunciado,barrio_code,distrito_code,barrio_rescatado,sin_barrio,planta_imputada,ascensor_desde_descripcion,sin_descripcion,obra_nueva,fuera_de_rango,CONSTRUCTEDAREA,ROOMNUMBER,BATHNUMBER,precio_estimado_2018,indice_venta,precio_estimado,factor_renta_mensual,renta_mensual_estimada,tipologia_casa,superficie_fuera_de_dominio,a_reformar,ocupada,fuera_de_dominio,distrito,alquiler_distrito_eur_m2_2026,anunciado / estimado
109699138,450000.0,015,01,False,False,False,False,False,False,False,65.0,1,1,292575.47,1.558745921449614,456050.8186302715,0.0025264030793100585,1152.1681925093908,False,False,False,False,False,Centro,18.93916135071505,0.9867321395268079
111210208,685000.0,043,04,False,False,False,False,False,False,False,89.0,2,1,,1.8766123722225168,,0.0019512838033895418,,False,False,False,True,True,Salamanca,19.77461679945292,
111209705,650000.0,041,04,False,False,False,False,False,False,True,60.0,1,1,,1.8766123722225168,,0.0019512838033895418,,False,False,False,True,True,Salamanca,19.77461679945292,
111210016,1537000.0,011,01,False,False,False,False,False,False,False,160.0,3,3,825589.9,1.558745921449614,1286884.8504463467,0.0025264030793100585,3251.1898488851143,False,False,False,False,False,Centro,18.93916135071505,1.1943570549197955
111209364,2420000.0,046,04,False,False,False,False,False,False,True,200.0,4,4,1.2091418e+06,1.8766123722225168,2269090.3678207854,0.0019512838033895418,4427.639283155916,False,False,False,False,False,Salamanca,19.77461679945292,1.0665066646614638
111209295,1250000.0,034,03,False,False,False,False,False,True,False,103.0,2,2,680567.2,1.7929648066474984,1220233.0157465693,0.0021651669060346315,2642.008143345307,False,False,False,False,False,Retiro,17.253540940727106,1.0243945081548367
103174776,1290000.0,074,07,False,False,False,False,False,False,False,101.0,2,2,743189.94,1.6853880807988142,1252563.4624321156,0.002278740199336892,2854.2667140646668,False,False,False,False,False,Chamberí,19.980022301161203,1.0298879367718372
111199793,185000.0,023,02,False,False,False,False,False,False,False,32.0,1,1,,1.7568265401631447,,0.0026432108289031436,,False,False,True,False,True,Arganzuela,17.153551573714722,
111192743,990000.0,207,20,False,False,False,False,False,False,False,247.0,4,3,,1.6143479514531922,,0.0037236887617743825,,False,False,True,False,True,San Blas-Canillejas,13.614999673585043,
111208558,615000.0,207,20,False,False,False,False,False,False,False,120.0,4,2,321978.53,1.6143479514531922,519785.38233534514,0.0037236887617743825,1935.5189867367253,False,False,False,False,False,San Blas-Canillejas,13.614999673585043,1.183180637433213
