Día de creación;Hora de creación;Distrito;Barrio;Origen;Incidentes;Descripción tipo de apertura
2026-03-08;11;CARABANCHEL;BUENAVISTA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;CIUDAD LINEAL;PUEBLO NUEVO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;CIUDAD LINEAL;QUINTANA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;CIUDAD LINEAL;VENTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;HORTALEZA;CANILLAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;LATINA;AGUILAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;LATINA;ALUCHE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;LATINA;CAMPAMENTO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;LATINA;LUCERO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;RETIRO;LOS JERONIMOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;SALAMANCA;GOYA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;SALAMANCA;GUINDALERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;SAN BLAS - CANILLEJAS;ARCOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;TETUAN;VALDEACEDERAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;11;USERA;SAN FERMIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;BARAJAS;ALAMEDA DE OSUNA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;CARABANCHEL;ABRANTES;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;CARABANCHEL;COMILLAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;CENTRO;EMBAJADORES;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;CHAMARTIN;EL VISO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;CIUDAD LINEAL;COSTILLARES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;CIUDAD LINEAL;VENTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;MONCLOA - ARAVACA;ARAVACA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;MONCLOA - ARAVACA;VALDEZARZA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;PUENTE DE VALLECAS;SAN DIEGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;SAN BLAS - CANILLEJAS;REJAS;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;TETUAN;ALMENARA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;TETUAN;CUATRO CAMINOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;USERA;MOSCARDO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;USERA;PRADOLONGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;USERA;SAN FERMIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;12;VILLAVERDE;LOS ROSALES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;ARGANZUELA;IMPERIAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;BARAJAS;CASCO HISTORICO DE BARAJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;CARABANCHEL;OPAÑEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;CENTRO;PALACIO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;CIUDAD LINEAL;PUEBLO NUEVO;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;FUENCARRAL - EL PARDO;PEÑAGRANDE;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;HORTALEZA;PALOMAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;HORTALEZA;VALDEFUENTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;LATINA;LUCERO;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;MONCLOA - ARAVACA;ARAVACA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;MONCLOA - ARAVACA;VALDEZARZA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;MORATALAZ;MARROQUINA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;PUENTE DE VALLECAS;SAN DIEGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;SALAMANCA;GUINDALERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;TETUAN;BERRUGUETE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;USERA;PRADOLONGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;VICALVARO;CASCO HISTORICO DE VICALVARO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;VILLA DE VALLECAS;SANTA EUGENIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;13;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;ARGANZUELA;PALOS DE LA FRONTERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;CARABANCHEL;BUENAVISTA;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;CHAMBERI;ARAPILES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;FUENCARRAL - EL PARDO;PILAR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;FUENCARRAL - EL PARDO;VALVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;LATINA;AGUILAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;LATINA;CAMPAMENTO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;LATINA;LUCERO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;MONCLOA - ARAVACA;ARAVACA;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;MONCLOA - ARAVACA;VALDEMARIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;PUENTE DE VALLECAS;NUMANCIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;SALAMANCA;CASTELLANA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;SALAMANCA;GUINDALERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;SAN BLAS - CANILLEJAS;CANILLEJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;USERA;ALMENDRALES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;14;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;CARABANCHEL;BUENAVISTA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;CARABANCHEL;BUENAVISTA;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;CHAMARTIN;EL VISO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;CIUDAD LINEAL;QUINTANA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;FUENCARRAL - EL PARDO;EL GOLOSO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;FUENCARRAL - EL PARDO;VALVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;PUENTE DE VALLECAS;ENTREVIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;PUENTE DE VALLECAS;NUMANCIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;RETIRO;PACIFICO;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;TETUAN;VALDEACEDERAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;15;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;CARABANCHEL;SAN ISIDRO;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;CHAMARTIN;CASTILLA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;CHAMBERI;ALMAGRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;CHAMBERI;ARAPILES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;CIUDAD LINEAL;PUEBLO NUEVO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;CIUDAD LINEAL;QUINTANA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;FUENCARRAL - EL PARDO;LA PAZ;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;HORTALEZA;CANILLAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;LATINA;LOS CARMENES;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;16;RETIRO;NIÑO JESUS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;CARABANCHEL;BUENAVISTA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;CARABANCHEL;BUENAVISTA;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;CENTRO;CORTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;CIUDAD LINEAL;VENTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;HORTALEZA;CANILLAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;MORATALAZ;MEDIA LEGUA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;PUENTE DE VALLECAS;PORTAZGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;RETIRO;NIÑO JESUS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;SALAMANCA;GOYA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;VILLAVERDE;ANGELES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;17;VILLAVERDE;SAN CRISTOBAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;ARGANZUELA;CHOPERA;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;CARABANCHEL;ABRANTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;CARABANCHEL;OPAÑEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;CARABANCHEL;VISTA ALEGRE;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;CHAMARTIN;CASTILLA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;CIUDAD LINEAL;VENTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;LATINA;LUCERO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;PUENTE DE VALLECAS;PORTAZGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;RETIRO;ADELFAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;SAN BLAS - CANILLEJAS;CANILLEJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;TETUAN;BERRUGUETE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;USERA;ORCASUR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;18;VILLAVERDE;LOS ROSALES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;BARAJAS;CORRALEJOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;CHAMBERI;VALLEHERMOSO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;FUENCARRAL - EL PARDO;LA PAZ;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;HORTALEZA;VALDEFUENTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;LATINA;ALUCHE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;LATINA;ALUCHE;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;PUENTE DE VALLECAS;ENTREVIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;TETUAN;BERRUGUETE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;TETUAN;VALDEACEDERAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;USERA;ALMENDRALES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;USERA;MOSCARDO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;19;USERA;ORCASITAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;ARGANZUELA;PALOS DE LA FRONTERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;BARAJAS;CORRALEJOS;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;CARABANCHEL;OPAÑEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;CARABANCHEL;PUERTA BONITA;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;CARABANCHEL;VISTA ALEGRE;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;CHAMARTIN;HISPANOAMERICA;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;CHAMARTIN;NUEVA ESPAÑA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;CHAMBERI;RIOS ROSAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;CIUDAD LINEAL;QUINTANA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;FUENCARRAL - EL PARDO;LA PAZ;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;LATINA;AGUILAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;LATINA;PUERTA DEL ANGEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;MONCLOA - ARAVACA;VALDEZARZA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;PUENTE DE VALLECAS;NUMANCIA;092;3;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;PUENTE DE VALLECAS;PORTAZGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;PUENTE DE VALLECAS;SAN DIEGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;RETIRO;ESTRELLA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;RETIRO;LOS JERONIMOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;SAN BLAS - CANILLEJAS;CANILLEJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;SAN BLAS - CANILLEJAS;EL SALVADOR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;SAN BLAS - CANILLEJAS;HELLIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;USERA;MOSCARDO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;20;VILLAVERDE;SAN CRISTOBAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;ARGANZUELA;IMPERIAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;CARABANCHEL;ABRANTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;CENTRO;EMBAJADORES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;CIUDAD LINEAL;COSTILLARES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;CIUDAD LINEAL;QUINTANA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;LATINA;AGUILAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;LATINA;PUERTA DEL ANGEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;TETUAN;BELLAS VISTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;USERA;ALMENDRALES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;VILLAVERDE;SAN CRISTOBAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;21;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;CARABANCHEL;ABRANTES;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;CARABANCHEL;OPAÑEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;CIUDAD LINEAL;PUEBLO NUEVO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;CIUDAD LINEAL;SAN PASCUAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;FUENCARRAL - EL PARDO;PILAR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;LATINA;PUERTA DEL ANGEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;MORATALAZ;FONTARRON;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;PUENTE DE VALLECAS;ENTREVIAS;RADIO;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;PUENTE DE VALLECAS;NUMANCIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;SALAMANCA;FUENTE DEL BERRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;SAN BLAS - CANILLEJAS;CANILLEJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;SAN BLAS - CANILLEJAS;SIMANCAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;22;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;CARABANCHEL;SAN ISIDRO;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;CENTRO;CORTES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;CHAMBERI;GAZTAMBIDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;SALAMANCA;RECOLETOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;TETUAN;CUATRO CAMINOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;TETUAN;VALDEACEDERAS;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;23;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-03-08;00;MONCLOA - ARAVACA;CASA DE CAMPO;EXTERNO;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;00;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;092;2;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;00;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;EXTERNO;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;00;MONCLOA - ARAVACA;VALDEMARIN;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;01;HORTALEZA;VALDEFUENTES;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;01;MONCLOA - ARAVACA;CASA DE CAMPO;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;03;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;04;RETIRO;ADELFAS;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;05;RETIRO;ESTRELLA;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;07;RETIRO;IBIZA;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;08;CARABANCHEL;ABRANTES;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;08;PUENTE DE VALLECAS;NUMANCIA;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;08;PUENTE DE VALLECAS;NUMANCIA;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;09;MONCLOA - ARAVACA;CASA DE CAMPO;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;09;MONCLOA - ARAVACA;CASA DE CAMPO;RADIO;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;09;TETUAN;ALMENARA;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-03-08;11;SALAMANCA;GUINDALERA;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
