Día de creación;Hora de creación;Distrito;Barrio;Origen;Incidentes;Descripción tipo de apertura
2026-03-01;20;LATINA;ROSAS;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-03-01;21;MONCLOA - ARAVACA;OPAÑEL;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-03-01;21;SALAMANCA;AGUILAS;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-03-01;21;CENTRO;CASCO HISTORICO DE VICALVARO;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-03-01;21;CHAMARTÍN;AGUILAS;RADIO;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-03-01;21;CHAMBERÍ;CAMPAMENTO;RADIO;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-03-01;22;CIUDAD LINEAL;AMPOSTA;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-03-01;23;VILLAVERDE;ARGÜELLES;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-03-01;00;VILLAVERDE;FUENTE DEL BERRO;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;01;ARGANZUELA;PALACIO;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;01;CIUDAD LINEAL;NUEVA ESPAÑA;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;02;CIUDAD LINEAL;VENTAS;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;02;CENTRO;BUTARQUE;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;03;CENTRO;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;2;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;04;USERA;PALOS DE LA FRONTERA;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;04;ARGANZUELA;COSTILLARES;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;06;USERA;SAN PASCUAL;RADIO;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;07;RETIRO;CORTES;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;07;CARABANCHEL;PALACIO;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;07;SAN BLAS - CANILLEJAS;PACIFICO;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;09;LATINA;SAN FERMIN;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;11;LATINA;ACACIAS;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;11;MORATALAZ;SAN FERMIN;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;11;CARABANCHEL;LOS JERONIMOS;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;12;CIUDAD LINEAL;BUENAVISTA;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;12;CARABANCHEL;CANILLEJAS;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;12;MONCLOA - ARAVACA;ALUCHE;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;12;PUENTE DE VALLECAS;ALUCHE;RADIO;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;13;MONCLOA - ARAVACA;VISTA ALEGRE;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;13;MONCLOA - ARAVACA;ABRANTES;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;13;CENTRO;COSTILLARES;RADIO;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;13;CENTRO;NUMANCIA;RADIO;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;14;SAN BLAS - CANILLEJAS;CIUDAD UNIVERSITARIA;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;15;SAN BLAS - CANILLEJAS;ARGÜELLES;092;2;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;15;VILLA DE VALLECAS;ARGÜELLES;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;15;PUENTE DE VALLECAS;PRADOLONGO;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;16;TETUÁN;EMBAJADORES;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;16;PUENTE DE VALLECAS;EL SALVADOR;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;16;CARABANCHEL;SIMANCAS;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;16;CARABANCHEL;ARGÜELLES;RADIO;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;17;SALAMANCA;ENSANCHE DE VALLECAS;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;18;SALAMANCA;CORTES;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;19;SALAMANCA;PORTAZGO;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;20;SALAMANCA;CUATRO CAMINOS;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;22;LATINA;ABRANTES;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;22;LATINA;BUENAVISTA;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;22;CHAMBERÍ;ABRANTES;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;23;CIUDAD LINEAL;GUINDALERA;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;23;VILLA DE VALLECAS;SAN PASCUAL;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-03-01;13;USERA;CASTELLANA;112;1;ACCIDENTES LABORALES
2026-03-01;00;USERA;SOL;112;1;ACTUACION DE BOMBEROS
2026-03-01;00;CARABANCHEL;CAMPAMENTO;112;1;ACTUACION DE BOMBEROS
2026-03-01;01;CARABANCHEL;EMBAJADORES;112;1;ACTUACION DE BOMBEROS
2026-03-01;01;TETUÁN;TRAFALGAR;112;1;ACTUACION DE BOMBEROS
2026-03-01;02;VILLA DE VALLECAS;VENTAS;112;1;ACTUACION DE BOMBEROS
2026-03-01;03;ARGANZUELA;CASCO HISTORICO DE VALLECAS;112;1;ACTUACION DE BOMBEROS
2026-03-01;04;ARGANZUELA;ORCASUR;112;1;ACTUACION DE BOMBEROS
2026-03-01;05;CENTRO;ALMAGRO;112;1;ACTUACION DE BOMBEROS
2026-03-01;06;CENTRO;VISTA ALEGRE;112;1;ACTUACION DE BOMBEROS
2026-03-01;06;CHAMARTÍN;PUERTA DEL ANGEL;112;2;ACTUACION DE BOMBEROS
2026-03-01;06;FUENCARRAL - EL PARDO;BERRUGUETE;112;1;ACTUACION DE BOMBEROS
2026-03-01;06;CIUDAD LINEAL;CASCO HISTORICO DE VALLECAS;112;2;ACTUACION DE BOMBEROS
2026-03-01;07;FUENCARRAL - EL PARDO;ACACIAS;112;1;ACTUACION DE BOMBEROS
2026-03-01;10;FUENCARRAL - EL PARDO;VISTA ALEGRE;112;1;ACTUACION DE BOMBEROS
2026-03-01;10;FUENCARRAL - EL PARDO;EMBAJADORES;112;1;ACTUACION DE BOMBEROS
2026-03-01;10;SAN BLAS - CANILLEJAS;VENTAS;112;1;ACTUACION DE BOMBEROS
2026-03-01;10;CHAMBERÍ;LA PAZ;112;1;ACTUACION DE BOMBEROS
2026-03-01;11;CHAMBERÍ;PROSPERIDAD;112;1;ACTUACION DE BOMBEROS
2026-03-01;11;CHAMBERÍ;BUTARQUE;112;1;ACTUACION DE BOMBEROS
2026-03-01;12;BARAJAS;LA PAZ;112;1;ACTUACION DE BOMBEROS
2026-03-01;12;CHAMARTÍN;ALUCHE;112;1;ACTUACION DE BOMBEROS
2026-03-01;12;CHAMARTÍN;AMPOSTA;112;1;ACTUACION DE BOMBEROS
2026-03-01;13;VILLA DE VALLECAS;ORCASUR;092;1;ACTUACION DE BOMBEROS
2026-03-01;13;CENTRO;ALMAGRO;112;1;ACTUACION DE BOMBEROS
2026-03-01;13;PUENTE DE VALLECAS;SAN DIEGO;112;1;ACTUACION DE BOMBEROS
2026-03-01;14;PUENTE DE VALLECAS;TIMON;112;1;ACTUACION DE BOMBEROS
2026-03-01;14;CHAMARTÍN;PROSPERIDAD;112;1;ACTUACION DE BOMBEROS
2026-03-01;14;CHAMBERÍ;ALMENARA;112;1;ACTUACION DE BOMBEROS
2026-03-01;14;FUENCARRAL - EL PARDO;ENSANCHE DE VALLECAS;112;1;ACTUACION DE BOMBEROS
2026-03-01;14;MONCLOA - ARAVACA;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;ACTUACION DE BOMBEROS
2026-03-01;14;ARGANZUELA;EMBAJADORES;RADIO;1;ACTUACION DE BOMBEROS
2026-03-01;15;ARGANZUELA;QUINTANA;112;1;ACTUACION DE BOMBEROS
2026-03-01;15;HORTALEZA;PALOMERAS SURESTE;112;1;ACTUACION DE BOMBEROS
2026-03-01;15;VILLA DE VALLECAS;IBIZA;112;1;ACTUACION DE BOMBEROS
2026-03-01;16;CENTRO;UNIVERSIDAD;112;1;ACTUACION DE BOMBEROS
2026-03-01;16;RETIRO;EL VISO;112;1;ACTUACION DE BOMBEROS
2026-03-01;16;RETIRO;VALLEHERMOSO;112;1;ACTUACION DE BOMBEROS
2026-03-01;16;CIUDAD LINEAL;LA PAZ;112;1;ACTUACION DE BOMBEROS
2026-03-01;16;HORTALEZA;AGUILAS;112;1;ACTUACION DE BOMBEROS
2026-03-01;16;PUENTE DE VALLECAS;CIUDAD UNIVERSITARIA;112;1;ACTUACION DE BOMBEROS
2026-03-01;16;TETUÁN;ALMENDRALES;RADIO;1;ACTUACION DE BOMBEROS
2026-03-01;18;CENTRO;TIMON;112;1;ACTUACION DE BOMBEROS
2026-03-01;18;CENTRO;CASTILLEJOS;112;1;ACTUACION DE BOMBEROS
2026-03-01;19;FUENCARRAL - EL PARDO;VENTAS;092;1;ACTUACION DE BOMBEROS
2026-03-01;19;LATINA;DELICIAS;112;1;ACTUACION DE BOMBEROS
2026-03-01;19;RETIRO;UNIVERSIDAD;112;1;ACTUACION DE BOMBEROS
2026-03-01;19;SALAMANCA;APOSTOL SANTIAGO;112;1;ACTUACION DE BOMBEROS
2026-03-01;19;SALAMANCA;CASCO HISTORICO DE VALLECAS;112;1;ACTUACION DE BOMBEROS
2026-03-01;20;TETUÁN;UNIVERSIDAD;112;1;ACTUACION DE BOMBEROS
2026-03-01;20;VILLA DE VALLECAS;ARCOS;112;1;ACTUACION DE BOMBEROS
2026-03-01;21;VILLAVERDE;IBIZA;112;1;ACTUACION DE BOMBEROS
2026-03-01;22;CHAMBERÍ;BUENAVISTA;112;1;ACTUACION DE BOMBEROS
2026-03-01;22;CIUDAD LINEAL;CASTILLA;112;1;ACTUACION DE BOMBEROS
2026-03-01;22;ARGANZUELA;SAN PASCUAL;112;1;ACTUACION DE BOMBEROS
2026-03-01;22;HORTALEZA;APOSTOL SANTIAGO;112;1;ACTUACION DE BOMBEROS
2026-03-01;23;CHAMBERÍ;VISTA ALEGRE;112;1;ACTUACION DE BOMBEROS
2026-03-01;23;MONCLOA - ARAVACA;PALOMERAS SURESTE;112;1;ACTUACION DE BOMBEROS
2026-03-01;00;MORATALAZ;ALMENARA;092;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;MORATALAZ;ACACIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;VILLAVERDE;EMBAJADORES;112;2;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;USERA;JUSTICIA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;VILLAVERDE;SOL;112;2;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;MORATALAZ;PEÑAGRANDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;ARGANZUELA;ALUCHE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;CENTRO;LOS JERONIMOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;CENTRO;FUENTE DEL BERRO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;CHAMBERÍ;LISTA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;CHAMBERÍ;ALMENARA;112;2;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;CHAMBERÍ;ANGELES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;00;FUENCARRAL - EL PARDO;SANTA EUGENIA;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;SALAMANCA;DELICIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;VICÁLVARO;VALLEHERMOSO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;CENTRO;VENTAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;CENTRO;VALVERDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;CHAMBERÍ;PINAR DEL REY;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;MONCLOA - ARAVACA;AGUILAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;TETUÁN;ARGÜELLES;112;2;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;VILLAVERDE;CASA DE CAMPO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;PUENTE DE VALLECAS;MEDIA LEGUA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;SAN BLAS - CANILLEJAS;VINATEROS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;CARABANCHEL;ALMENDRALES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;CHAMBERÍ;ANGELES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;01;CHAMBERÍ;FONTARRON;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;VILLAVERDE;DELICIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;SALAMANCA;SOL;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;TETUÁN;UNIVERSIDAD;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;VILLAVERDE;ARAPILES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;CENTRO;VALLEHERMOSO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;CENTRO;VALVERDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;CHAMBERÍ;CASA DE CAMPO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;CHAMBERÍ;GUINDALERA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;02;PUENTE DE VALLECAS;CASCO HISTORICO DE VICALVARO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;PUENTE DE VALLECAS;PALACIO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;USERA;SOL;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;VICÁLVARO;GAZTAMBIDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;VILLAVERDE;VALLEHERMOSO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;RETIRO;CASA DE CAMPO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;RETIRO;BELLAS VISTAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;LATINA;CUATRO CAMINOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;LATINA;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;PUENTE DE VALLECAS;PALOMERAS BAJAS;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;03;PUENTE DE VALLECAS;SIMANCAS;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;CARABANCHEL;COMILLAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;CENTRO;UNIVERSIDAD;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;CHAMBERÍ;GAZTAMBIDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;CHAMBERÍ;ARGÜELLES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;ARGANZUELA;LISTA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;ARGANZUELA;ALMENARA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;LATINA;CUATRO CAMINOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;MORATALAZ;ZOFIO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;04;PUENTE DE VALLECAS;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;TETUÁN;CORTES;112;2;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;CENTRO;SOL;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;CENTRO;GAZTAMBIDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;MONCLOA - ARAVACA;CANILLAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;USERA;SAN DIEGO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;USERA;CUATRO CAMINOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;ARGANZUELA;ORCASUR;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;ARGANZUELA;VALDEBERNARDO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;05;PUENTE DE VALLECAS;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;SALAMANCA;GAZTAMBIDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;SALAMANCA;LUCERO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;TETUÁN;PUERTA DEL ANGEL;112;2;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;VILLA DE VALLECAS;FONTARRON;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;MONCLOA - ARAVACA;ADELFAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;CARABANCHEL;NIÑO JESUS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;CARABANCHEL;ADELFAS;EXTERNO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;CHAMARTÍN;NIÑO JESUS;EXTERNO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;06;CHAMARTÍN;SAN DIEGO;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;07;LATINA;PUERTA BONITA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;07;LATINA;UNIVERSIDAD;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;07;MORATALAZ;RIOS ROSAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;07;MORATALAZ;RECOLETOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;08;TETUÁN;ACACIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;08;VILLAVERDE;PALOS DE LA FRONTERA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;08;VILLAVERDE;ALUCHE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;08;BARAJAS;VALDEZARZA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;08;BARAJAS;PAVONES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;08;CHAMBERÍ;PALOMERAS BAJAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;08;CHAMBERÍ;BERRUGUETE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;09;MONCLOA - ARAVACA;PALACIO;092;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;09;SAN BLAS - CANILLEJAS;PALACIO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;09;MORATALAZ;VALDEMARIN;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;09;USERA;GOYA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;09;SALAMANCA;ORCASITAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;09;SALAMANCA;PRADOLONGO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;09;SAN BLAS - CANILLEJAS;PALOS DE LA FRONTERA;CISEM;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;10;SAN BLAS - CANILLEJAS;PALACIO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;10;USERA;PALOMERAS SURESTE;112;2;ACTUACION DE SAMUR / SUMMA
2026-03-01;10;VILLA DE VALLECAS;ADELFAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;10;VILLAVERDE;GOYA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;10;VILLAVERDE;ARCOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;10;RETIRO;BELLAS VISTAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;10;ARGANZUELA;ENSANCHE DE VALLECAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;10;CARABANCHEL;ALMENARA;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;CENTRO;VISTA ALEGRE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;HORTALEZA;EMBAJADORES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;HORTALEZA;HISPANOAMERICA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;CARABANCHEL;VALLEHERMOSO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;SALAMANCA;ALUCHE;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;SALAMANCA;ARGÜELLES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;FUENCARRAL - EL PARDO;MEDIA LEGUA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;MONCLOA - ARAVACA;LOS JERONIMOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;MONCLOA - ARAVACA;CASTILLEJOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;11;SALAMANCA;LOS ROSALES;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;VILLA DE VALLECAS;ACACIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;ARGANZUELA;CASCO HISTORICO DE BARAJAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;ARGANZUELA;NUEVA ESPAÑA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;CENTRO;TRAFALGAR;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;CIUDAD LINEAL;PINAR DEL REY;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;CIUDAD LINEAL;CASA DE CAMPO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;HORTALEZA;MEDIA LEGUA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;HORTALEZA;VINATEROS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;VILLA DE VALLECAS;GOYA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;VILLA DE VALLECAS;RECOLETOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;CIUDAD LINEAL;CANILLEJAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;SALAMANCA;CASTILLEJOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;SALAMANCA;MOSCARDO;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;LATINA;ENSANCHE DE VALLECAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;CARABANCHEL;ANGELES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;RETIRO;SAN CRISTOBAL;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;SAN BLAS - CANILLEJAS;ABRANTES;CISEM;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;12;ARGANZUELA;PACIFICO;CISEM;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;CHAMARTÍN;DELICIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;CHAMARTÍN;OPAÑEL;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;LATINA;EMBAJADORES;112;2;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;LATINA;VALDEFUENTES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;MONCLOA - ARAVACA;MEDIA LEGUA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;SAN BLAS - CANILLEJAS;GUINDALERA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;VICÁLVARO;ROSAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;VILLAVERDE;ALMENDRALES;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;13;SALAMANCA;ENSANCHE DE VALLECAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;14;FUENCARRAL - EL PARDO;BUENAVISTA;112;1;ACTUACION DE SAMUR / SUMMA
2026-03-01;14;HORTALEZA;QUINTANA;112;2;ACTUACION DE SAMUR / SUMMA
