Día de creación;Hora de creación;Distrito;Barrio;Origen;Incidentes;Descripción tipo de apertura
2026-01-08;12;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;12;SAN BLAS - CANILLEJAS;SIMANCAS;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-01-08;12;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-01-08;12;SAN BLAS - CANILLEJAS;ARCOS;092;1;DELITOS CONTRA LA SEGURIDAD VIAL
2026-01-08;12;CENTRO;EMBAJADORES;092;1;VENTA AMBULANTE
2026-01-08;12;CARABANCHEL;SAN ISIDRO;092;1;RUIDOS MOLESTOS
2026-01-08;12;PUENTE DE VALLECAS;SAN DIEGO;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;12;SALAMANCA;CASTELLANA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;12;CENTRO;CORTES;092;1;NORMAS DE CONVIVENCIA
2026-01-08;12;CHAMBERI;TRAFALGAR;112;1;NORMAS DE CONVIVENCIA
2026-01-08;12;SALAMANCA;GUINDALERA;092;1;NORMAS DE CONVIVENCIA
2026-01-08;12;VILLAVERDE;LOS ROSALES;092;1;NORMAS DE CONVIVENCIA
2026-01-08;12;PUENTE DE VALLECAS;PORTAZGO;092;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;12;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;RADIO;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-01-08;12;LATINA;PUERTA DEL ANGEL;112;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;12;SALAMANCA;GUINDALERA;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;12;SAN BLAS - CANILLEJAS;ARCOS;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;12;SAN BLAS - CANILLEJAS;ARCOS;112;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;12;CHAMBERI;ALMAGRO;RADIO;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;12;CIUDAD LINEAL;PUEBLO NUEVO;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;12;SAN BLAS - CANILLEJAS;SIMANCAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;12;USERA;PRADOLONGO;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;13;BARAJAS;ALAMEDA DE OSUNA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;CENTRO;JUSTICIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;CHAMARTIN;CIUDAD JARDIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;CHAMBERI;RIOS ROSAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;CIUDAD LINEAL;SAN PASCUAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;CIUDAD LINEAL;VENTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;HORTALEZA;VALDEFUENTES;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;LATINA;PUERTA DEL ANGEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;PUENTE DE VALLECAS;ENTREVIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;PUENTE DE VALLECAS;SAN DIEGO;092;3;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;RETIRO;PACIFICO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;SALAMANCA;GOYA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;SALAMANCA;RECOLETOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;USERA;SAN FERMIN;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;13;SAN BLAS - CANILLEJAS;ARCOS;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-01-08;13;CHAMBERI;TRAFALGAR;092;1;INFORMACION AL CIUDADANO
2026-01-08;13;MONCLOA - ARAVACA;EL PLANTIO;092;1;INFORMACION AL CIUDADANO
2026-01-08;13;SALAMANCA;GUINDALERA;092;5;INFORMACION AL CIUDADANO
2026-01-08;13;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFORMACION AL CIUDADANO
2026-01-08;13;CIUDAD LINEAL;PUEBLO NUEVO;092;1;NOTA INFORMATIVA
2026-01-08;13;SALAMANCA;GUINDALERA;092;1;NOTA INFORMATIVA
2026-01-08;13;SALAMANCA;GUINDALERA;092;1;LLAMADA ERRONEA
2026-01-08;13;CENTRO;SOL;092;1;HURTOS
2026-01-08;13;CENTRO;SOL;112;1;HURTOS
2026-01-08;13;USERA;ALMENDRALES;112;1;HURTOS
2026-01-08;13;MORATALAZ;MARROQUINA;092;1;OTROS DELITOS...
2026-01-08;13;TETUAN;CUATRO CAMINOS;112;1;OTROS DELITOS...
2026-01-08;13;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;112;1;OTROS DELITOS...
2026-01-08;13;CENTRO;EMBAJADORES;112;1;FALLECIDOS POR DELITO O CAUSA DESCONOCIDA
2026-01-08;13;CENTRO;SOL;112;1;ROBOS CON FUERZA
2026-01-08;13;CENTRO;UNIVERSIDAD;112;1;ROBOS CON FUERZA
2026-01-08;13;HORTALEZA;APOSTOL SANTIAGO;112;1;ROBOS CON FUERZA
2026-01-08;13;SAN BLAS - CANILLEJAS;CANILLEJAS;112;1;ROBOS CON FUERZA
2026-01-08;13;PUENTE DE VALLECAS;ENTREVIAS;112;1;REYERTAS / AGRESIONES
2026-01-08;13;PUENTE DE VALLECAS;PALOMERAS SURESTE;112;1;REYERTAS / AGRESIONES
2026-01-08;13;VILLAVERDE;SAN CRISTOBAL;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-01-08;13;CENTRO;EMBAJADORES;112;1;ACCIDENTES LABORALES
2026-01-08;13;HORTALEZA;VALDEFUENTES;112;1;ACCIDENTES LABORALES
2026-01-08;13;CARABANCHEL;COMILLAS;112;1;ACTUACION DE BOMBEROS
2026-01-08;13;FUENCARRAL - EL PARDO;MIRASIERRA;112;1;ACTUACION DE BOMBEROS
2026-01-08;13;PUENTE DE VALLECAS;SAN DIEGO;112;1;ACTUACION DE BOMBEROS
2026-01-08;13;SALAMANCA;GUINDALERA;RADIO;1;ACTUACION DE BOMBEROS
2026-01-08;13;SAN BLAS - CANILLEJAS;ARCOS;112;1;ACTUACION DE BOMBEROS
2026-01-08;13;ARGANZUELA;DELICIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;CARABANCHEL;COMILLAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;CARABANCHEL;OPAÑEL;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;CENTRO;JUSTICIA;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;CENTRO;SOL;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;CHAMARTIN;CIUDAD JARDIN;092;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;CHAMBERI;VALLEHERMOSO;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;FUENCARRAL - EL PARDO;PILAR;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;PUENTE DE VALLECAS;PALOMERAS BAJAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;PUENTE DE VALLECAS;SAN DIEGO;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;RETIRO;IBIZA;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;SAN BLAS - CANILLEJAS;ARCOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;SAN BLAS - CANILLEJAS;CANILLEJAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;SAN BLAS - CANILLEJAS;HELLIN;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;TETUAN;BERRUGUETE;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;VILLA DE VALLECAS;SANTA EUGENIA;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;VILLAVERDE;BUTARQUE;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;13;PUENTE DE VALLECAS;SAN DIEGO;112;1;GRANDES SUCESOS
2026-01-08;13;CHAMARTIN;CASTILLA;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-01-08;13;CHAMARTIN;EL VISO;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-01-08;13;TETUAN;ALMENARA;RADIO;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-01-08;13;CARABANCHEL;VISTA ALEGRE;092;1;RUIDOS MOLESTOS
2026-01-08;13;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;RUIDOS MOLESTOS
2026-01-08;13;PUENTE DE VALLECAS;PALOMERAS BAJAS;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-01-08;13;ARGANZUELA;CHOPERA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;13;CHAMARTIN;CASTILLA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;13;MONCLOA - ARAVACA;ARGÜELLES;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;13;MORATALAZ;MARROQUINA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;13;MORATALAZ;PAVONES;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;13;MORATALAZ;VINATEROS;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;13;SAN BLAS - CANILLEJAS;CANILLEJAS;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;13;VILLAVERDE;ANGELES;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;13;CENTRO;JUSTICIA;092;1;NORMAS DE CONVIVENCIA
2026-01-08;13;RETIRO;PACIFICO;092;1;NORMAS DE CONVIVENCIA
2026-01-08;13;TETUAN;CUATRO CAMINOS;092;1;NORMAS DE CONVIVENCIA
2026-01-08;13;CENTRO;EMBAJADORES;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;13;PUENTE DE VALLECAS;PALOMERAS SURESTE;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;13;CARABANCHEL;VISTA ALEGRE;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;13;CHAMBERI;TRAFALGAR;RADIO;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;13;FUENCARRAL - EL PARDO;VALVERDE;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;13;FUENCARRAL - EL PARDO;PEÑAGRANDE;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;14;ARGANZUELA;DELICIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;CARABANCHEL;ABRANTES;092;3;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;CARABANCHEL;SAN ISIDRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;CHAMARTIN;CASTILLA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;CHAMARTIN;PROSPERIDAD;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;CIUDAD LINEAL;PUEBLO NUEVO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;FUENCARRAL - EL PARDO;VALVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;HORTALEZA;PINAR DEL REY;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;MONCLOA - ARAVACA;ARAVACA;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;PUENTE DE VALLECAS;PALOMERAS BAJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;RETIRO;IBIZA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;SALAMANCA;FUENTE DEL BERRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;14;CIUDAD LINEAL;PUEBLO NUEVO;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-01-08;14;CARABANCHEL;SAN ISIDRO;092;1;INFORMACION AL CIUDADANO
2026-01-08;14;SALAMANCA;GUINDALERA;092;1;INFORMACION AL CIUDADANO
2026-01-08;14;#null;#null;092;1;NOTA INFORMATIVA
2026-01-08;14;SALAMANCA;FUENTE DEL BERRO;CISEM;1;NOTA INFORMATIVA
2026-01-08;14;SALAMANCA;GUINDALERA;092;3;LLAMADA ERRONEA
2026-01-08;14;SALAMANCA;GOYA;EXTERNO;1;SERVICIOS ESPECIALES DIVERSOS
2026-01-08;14;CHAMARTIN;HISPANOAMERICA;112;1;HURTOS
2026-01-08;14;CHAMARTIN;PROSPERIDAD;112;1;HURTOS
2026-01-08;14;CARABANCHEL;VISTA ALEGRE;112;1;OTROS DELITOS...
2026-01-08;14;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;092;1;OTROS DELITOS...
2026-01-08;14;CENTRO;SOL;EXTERNO;1;MANIFESTACIONES / CONCENTRACIONES
2026-01-08;14;CENTRO;CORTES;112;1;ROBOS CON VIOLENCIA / INTIMIDACION
2026-01-08;14;FUENCARRAL - EL PARDO;MIRASIERRA;092;1;SUSTRACCION DE VEHICULO
2026-01-08;14;CARABANCHEL;VISTA ALEGRE;112;1;REYERTAS / AGRESIONES
2026-01-08;14;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;112;1;REYERTAS / AGRESIONES
2026-01-08;14;TETUAN;BELLAS VISTAS;112;1;REYERTAS / AGRESIONES
2026-01-08;14;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-01-08;14;ARGANZUELA;ACACIAS;112;1;ACTUACION DE BOMBEROS
2026-01-08;14;CHAMARTIN;PROSPERIDAD;112;1;ACTUACION DE BOMBEROS
2026-01-08;14;PUENTE DE VALLECAS;PORTAZGO;112;1;ACTUACION DE BOMBEROS
2026-01-08;14;ARGANZUELA;LEGAZPI;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;CARABANCHEL;OPAÑEL;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;CARABANCHEL;SAN ISIDRO;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;CENTRO;CORTES;092;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;CENTRO;CORTES;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;CENTRO;UNIVERSIDAD;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;CHAMBERI;ALMAGRO;092;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;MONCLOA - ARAVACA;ARGÜELLES;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;MONCLOA - ARAVACA;CASA DE CAMPO;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;PUENTE DE VALLECAS;ENTREVIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;SALAMANCA;GOYA;112;2;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;TETUAN;CASTILLEJOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;USERA;ORCASUR;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;VICALVARO;CASCO HISTORICO DE VICALVARO;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;VILLAVERDE;ANGELES;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;14;CHAMARTIN;CIUDAD JARDIN;CISEM;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;14;LATINA;ALUCHE;112;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;14;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;112;1;INCIDENCIA 112
2026-01-08;14;VILLAVERDE;LOS ROSALES;112;1;INCIDENCIA 112
2026-01-08;14;USERA;MOSCARDO;112;1;ATROPELLOS
2026-01-08;14;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-01-08;14;CARABANCHEL;PUERTA BONITA;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-01-08;14;CARABANCHEL;OPAÑEL;092;1;VENTA AMBULANTE
2026-01-08;14;SALAMANCA;GOYA;092;1;RUIDOS MOLESTOS
2026-01-08;14;USERA;ALMENDRALES;092;1;RUIDOS MOLESTOS
2026-01-08;14;CARABANCHEL;BUENAVISTA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;14;CENTRO;UNIVERSIDAD;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;14;MORATALAZ;HORCAJO;112;1;NORMAS DE CONVIVENCIA
2026-01-08;14;VILLAVERDE;SAN CRISTOBAL;092;1;NORMAS DE CONVIVENCIA
2026-01-08;14;CARABANCHEL;OPAÑEL;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;14;CARABANCHEL;VISTA ALEGRE;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;14;LATINA;AGUILAS;092;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;14;LATINA;LUCERO;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;14;MORATALAZ;FONTARRON;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;14;PUENTE DE VALLECAS;NUMANCIA;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;14;CHAMARTIN;CIUDAD JARDIN;112;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;14;CHAMARTIN;CIUDAD JARDIN;RADIO;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;14;LATINA;ALUCHE;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;14;PUENTE DE VALLECAS;PORTAZGO;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;14;SALAMANCA;FUENTE DEL BERRO;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;14;SALAMANCA;GUINDALERA;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;14;TETUAN;BERRUGUETE;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;14;VICALVARO;VALDERRIVAS;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;14;VILLAVERDE;ANGELES;RADIO;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;15;BARAJAS;TIMON;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;CHAMARTIN;EL VISO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;CHAMBERI;ALMAGRO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;CHAMBERI;TRAFALGAR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;CHAMBERI;VALLEHERMOSO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;FUENCARRAL - EL PARDO;MIRASIERRA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;LATINA;ALUCHE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;LATINA;LUCERO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;PUENTE DE VALLECAS;ENTREVIAS;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;PUENTE DE VALLECAS;SAN DIEGO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;TETUAN;BELLAS VISTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;USERA;ZOFIO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;15;CIUDAD LINEAL;SAN PASCUAL;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-01-08;15;SAN BLAS - CANILLEJAS;SIMANCAS;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-01-08;15;CIUDAD LINEAL;PUEBLO NUEVO;092;1;SEG.VIAL: COLABORACION EN MATERIA DE TRAFICO Y MOVILIDAD
2026-01-08;15;CIUDAD LINEAL;COSTILLARES;092;1;INFORMACION AL CIUDADANO
2026-01-08;15;SALAMANCA;GUINDALERA;092;6;INFORMACION AL CIUDADANO
2026-01-08;15;CIUDAD LINEAL;QUINTANA;092;1;NOTA INFORMATIVA
2026-01-08;15;SALAMANCA;GUINDALERA;092;2;LLAMADA ERRONEA
2026-01-08;15;CENTRO;SOL;092;1;HURTOS
2026-01-08;15;CENTRO;UNIVERSIDAD;092;1;HURTOS
2026-01-08;15;CIUDAD LINEAL;SAN PASCUAL;112;1;HURTOS
2026-01-08;15;MONCLOA - ARAVACA;ARGÜELLES;112;1;HURTOS
2026-01-08;15;SALAMANCA;GOYA;112;1;HURTOS
2026-01-08;15;CARABANCHEL;COMILLAS;112;1;OTROS DELITOS...
2026-01-08;15;CENTRO;JUSTICIA;112;1;OTROS DELITOS...
2026-01-08;15;CENTRO;PALACIO;112;1;OTROS DELITOS...
2026-01-08;15;VILLAVERDE;ANGELES;112;1;OTROS DELITOS...
2026-01-08;15;ARGANZUELA;ACACIAS;092;1;INFRACCIONES LEY SEGURIDAD CIUDADANA
2026-01-08;15;ARGANZUELA;ATOCHA;092;1;REYERTAS / AGRESIONES
2026-01-08;15;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-01-08;15;CHAMBERI;TRAFALGAR;112;1;ACCIDENTES LABORALES
2026-01-08;15;CENTRO;EMBAJADORES;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;CHAMARTIN;NUEVA ESPAÑA;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;FUENCARRAL - EL PARDO;PILAR;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;MONCLOA - ARAVACA;ARAVACA;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;MONCLOA - ARAVACA;CASA DE CAMPO;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;RETIRO;LOS JERONIMOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;SALAMANCA;GOYA;092;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;SAN BLAS - CANILLEJAS;REJAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;TETUAN;VALDEACEDERAS;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;ACTUACION DE SAMUR / SUMMA
2026-01-08;15;CENTRO;JUSTICIA;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-01-08;15;CHAMARTIN;CASTILLA;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-01-08;15;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-01-08;15;PUENTE DE VALLECAS;SAN DIEGO;092;1;VENTA AMBULANTE
2026-01-08;15;USERA;SAN FERMIN;092;1;RUIDOS MOLESTOS
2026-01-08;15;USERA;ZOFIO;092;1;RUIDOS MOLESTOS
2026-01-08;15;CHAMARTIN;CASTILLA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;15;SALAMANCA;LISTA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;15;SAN BLAS - CANILLEJAS;REJAS;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;15;TETUAN;ALMENARA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-01-08;15;CARABANCHEL;VISTA ALEGRE;112;1;NORMAS DE CONVIVENCIA
2026-01-08;15;CENTRO;PALACIO;092;1;NORMAS DE CONVIVENCIA
2026-01-08;15;CARABANCHEL;PUERTA BONITA;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;15;CIUDAD LINEAL;PUEBLO NUEVO;092;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;15;PUENTE DE VALLECAS;PALOMERAS SURESTE;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-01-08;15;CHAMBERI;ARAPILES;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;15;CIUDAD LINEAL;SAN PASCUAL;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;15;MONCLOA - ARAVACA;ARAVACA;112;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;15;MONCLOA - ARAVACA;VALDEMARIN;092;1;ANOMALIAS EN VIA PUBLICA
2026-01-08;15;CIUDAD LINEAL;VENTAS;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;15;HORTALEZA;VALDEFUENTES;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-01-08;16;BARAJAS;ALAMEDA DE OSUNA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-01-08;16;CARABANCHEL;VISTA ALEGRE;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
