Día de creación;Hora de creación;Distrito;Barrio;Origen;Incidentes;Descripcíon tipo de apertura
2026-02-01;00;CENTRO;SOL;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;00;CHAMBERI;GAZTAMBIDE;112;2;ACTUACION DE SAMUR / SUMMA
2026-02-01;00;MORATALAZ;PAVONES;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;00;PUENTE DE VALLECAS;NUMANCIA;092;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;00;SAN BLAS - CANILLEJAS;CANILLEJAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;00;ARGANZUELA;ACACIAS;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;00;ARGANZUELA;DELICIAS;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;HORTALEZA;VALDEFUENTES;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;MONCLOA - ARAVACA;VALDEZARZA;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;USERA;MOSCARDO;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;USERA;SAN FERMIN;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;USERA;PRADOLONGO;092;1;INFORMACION AL CIUDADANO
2026-02-01;00;CARABANCHEL;BUENAVISTA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;00;CHAMARTIN;EL VISO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;00;PUENTE DE VALLECAS;ENTREVIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;00;CENTRO;EMBAJADORES;112;2;OTROS DELITOS...
2026-02-01;00;FUENCARRAL - EL PARDO;MIRASIERRA;112;1;OTROS DELITOS...
2026-02-01;00;MONCLOA - ARAVACA;ARGÜELLES;112;1;OTROS DELITOS...
2026-02-01;00;LATINA;PUERTA DEL ANGEL;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;00;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;00;Desconocido;Desconocido;092;1;ROBOS CON FUERZA
2026-02-01;00;HORTALEZA;CANILLAS;112;1;ROBOS CON FUERZA
2026-02-01;00;CARABANCHEL;BUENAVISTA;092;1;RUIDOS MOLESTOS
2026-02-01;00;CARABANCHEL;OPAÑEL;092;3;RUIDOS MOLESTOS
2026-02-01;00;CARABANCHEL;VISTA ALEGRE;092;1;RUIDOS MOLESTOS
2026-02-01;00;CENTRO;UNIVERSIDAD;092;3;RUIDOS MOLESTOS
2026-02-01;00;HORTALEZA;VALDEFUENTES;092;1;RUIDOS MOLESTOS
2026-02-01;00;LATINA;AGUILAS;092;1;RUIDOS MOLESTOS
2026-02-01;00;SALAMANCA;GOYA;092;3;RUIDOS MOLESTOS
2026-02-01;00;TETUAN;BELLAS VISTAS;092;1;RUIDOS MOLESTOS
2026-02-01;00;VILLAVERDE;SAN CRISTOBAL;112;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-02-01;00;CHAMARTIN;NUEVA ESPAÑA;CISEM;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;00;CIUDAD LINEAL;LA CONCEPCION;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-02-01;00;RETIRO;ADELFAS;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-02-01;00;CHAMARTIN;PROSPERIDAD;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;USERA;ORCASITAS;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;TETUAN;VALDEACEDERAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;00;CIUDAD LINEAL;VENTAS;112;1;OTROS DELITOS...
2026-02-01;00;CHAMBERI;RIOS ROSAS;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;00;LATINA;LOS CARMENES;112;1;REYERTAS / AGRESIONES
2026-02-01;00;CHAMBERI;GAZTAMBIDE;092;1;RUIDOS MOLESTOS
2026-02-01;00;MONCLOA - ARAVACA;VALDEZARZA;092;1;RUIDOS MOLESTOS
2026-02-01;00;PUENTE DE VALLECAS;NUMANCIA;092;1;RUIDOS MOLESTOS
2026-02-01;00;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;RUIDOS MOLESTOS
2026-02-01;00;SAN BLAS - CANILLEJAS;ARCOS;092;1;RUIDOS MOLESTOS
2026-02-01;00;SAN BLAS - CANILLEJAS;SIMANCAS;092;1;RUIDOS MOLESTOS
2026-02-01;00;TETUAN;CUATRO CAMINOS;092;2;RUIDOS MOLESTOS
2026-02-01;00;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;RUIDOS MOLESTOS
2026-02-01;00;CHAMBERI;TRAFALGAR;112;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-02-01;00;CENTRO;EMBAJADORES;112;1;ACTUACION DE BOMBEROS
2026-02-01;00;CHAMARTIN;EL VISO;092;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;00;CHAMARTIN;PROSPERIDAD;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;00;CHAMBERI;TRAFALGAR;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;00;RETIRO;IBIZA;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;00;SALAMANCA;RECOLETOS;RADIO;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;00;RETIRO;ADELFAS;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-02-01;00;HORTALEZA;CANILLAS;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;TETUAN;CUATRO CAMINOS;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;VILLAVERDE;ANGELES;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;00;USERA;ZOFIO;RADIO;1;DELITOS CONTRA LA SEGURIDAD VIAL
2026-02-01;00;HORTALEZA;CANILLAS;112;1;HURTOS
2026-02-01;00;SALAMANCA;RECOLETOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;00;RETIRO;IBIZA;112;1;NORMAS DE CONVIVENCIA
2026-02-01;00;ARGANZUELA;IMPERIAL;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;00;CHAMBERI;TRAFALGAR;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;00;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;112;1;REYERTAS / AGRESIONES
2026-02-01;00;CHAMARTIN;CASTILLA;112;1;ROBOS CON FUERZA
2026-02-01;00;SAN BLAS - CANILLEJAS;ARCOS;112;1;ROBOS CON FUERZA
2026-02-01;00;ARGANZUELA;PALOS DE LA FRONTERA;092;1;RUIDOS MOLESTOS
2026-02-01;00;CENTRO;EMBAJADORES;092;2;RUIDOS MOLESTOS
2026-02-01;00;CENTRO;PALACIO;092;1;RUIDOS MOLESTOS
2026-02-01;00;CHAMARTIN;NUEVA ESPAÑA;092;2;RUIDOS MOLESTOS
2026-02-01;00;CHAMBERI;RIOS ROSAS;092;1;RUIDOS MOLESTOS
2026-02-01;00;CIUDAD LINEAL;PUEBLO NUEVO;092;1;RUIDOS MOLESTOS
2026-02-01;00;LATINA;PUERTA DEL ANGEL;092;1;RUIDOS MOLESTOS
2026-02-01;00;VILLA DE VALLECAS;SANTA EUGENIA;092;1;RUIDOS MOLESTOS
2026-02-01;00;VILLAVERDE;LOS ROSALES;092;3;RUIDOS MOLESTOS
2026-02-01;00;CENTRO;JUSTICIA;112;1;SEGURIDAD: COLABRACION CON OTROS CUERPOS O SERVICIOS
2026-02-01;01;USERA;PRADOLONGO;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;01;ARGANZUELA;CHOPERA;112;1;INCIDENCIA 112
2026-02-01;01;RETIRO;IBIZA;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;01;CENTRO;EMBAJADORES;092;1;RUIDOS MOLESTOS
2026-02-01;01;CHAMARTIN;PROSPERIDAD;092;2;RUIDOS MOLESTOS
2026-02-01;01;CHAMBERI;RIOS ROSAS;092;1;RUIDOS MOLESTOS
2026-02-01;01;CIUDAD LINEAL;LA CONCEPCION;092;1;RUIDOS MOLESTOS
2026-02-01;01;CIUDAD LINEAL;PUEBLO NUEVO;092;1;RUIDOS MOLESTOS
2026-02-01;01;MONCLOA - ARAVACA;ARAVACA;092;1;RUIDOS MOLESTOS
2026-02-01;01;SALAMANCA;RECOLETOS;092;1;RUIDOS MOLESTOS
2026-02-01;01;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;RUIDOS MOLESTOS
2026-02-01;01;BARAJAS;ALAMEDA DE OSUNA;092;1;SEGURIDAD: COLABRACION CON OTROS CUERPOS O SERVICIOS
2026-02-01;01;TETUAN;VALDEACEDERAS;112;1;SEGURIDAD: COLABRACION CON OTROS CUERPOS O SERVICIOS
2026-02-01;01;CHAMBERI;TRAFALGAR;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-02-01;01;CENTRO;SOL;112;1;ACTUACION DE BOMBEROS
2026-02-01;01;RETIRO;ADELFAS;112;1;ACTUACION DE BOMBEROS
2026-02-01;01;MONCLOA - ARAVACA;ARGÜELLES;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;01;CHAMARTIN;PROSPERIDAD;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;01;PUENTE DE VALLECAS;PORTAZGO;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;01;VILLAVERDE;SAN CRISTOBAL;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;01;USERA;PRADOLONGO;092;1;ANOMALIAS EN VIA PUBLICA
2026-02-01;01;SAN BLAS - CANILLEJAS;CANILLEJAS;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;01;CIUDAD LINEAL;PUEBLO NUEVO;RADIO;1;DELITOS CONTRA LA SEGURIDAD VIAL
2026-02-01;01;CARABANCHEL;VISTA ALEGRE;092;1;INFORMACION AL CIUDADANO
2026-02-01;01;CARABANCHEL;PUERTA BONITA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;01;CHAMBERI;TRAFALGAR;092;1;REYERTAS / AGRESIONES
2026-02-01;01;USERA;PRADOLONGO;092;1;REYERTAS / AGRESIONES
2026-02-01;01;ARGANZUELA;PALOS DE LA FRONTERA;092;1;RUIDOS MOLESTOS
2026-02-01;01;CENTRO;JUSTICIA;092;1;RUIDOS MOLESTOS
2026-02-01;01;CHAMBERI;GAZTAMBIDE;092;4;RUIDOS MOLESTOS
2026-02-01;01;HORTALEZA;PINAR DEL REY;092;1;RUIDOS MOLESTOS
2026-02-01;01;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;2;RUIDOS MOLESTOS
2026-02-01;01;PUENTE DE VALLECAS;SAN DIEGO;092;2;RUIDOS MOLESTOS
2026-02-01;01;SALAMANCA;LISTA;092;1;RUIDOS MOLESTOS
2026-02-01;01;CARABANCHEL;OPAÑEL;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-02-01;01;PUENTE DE VALLECAS;PORTAZGO;112;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-02-01;01;CENTRO;JUSTICIA;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;01;CENTRO;UNIVERSIDAD;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;01;MORATALAZ;MEDIA LEGUA;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;01;TETUAN;BELLAS VISTAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;01;LATINA;PUERTA DEL ANGEL;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;01;USERA;PRADOLONGO;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;01;MORATALAZ;VINATEROS;112;2;ANOMALIAS EN VIA PUBLICA
2026-02-01;01;MONCLOA - ARAVACA;CASA DE CAMPO;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;01;CENTRO;UNIVERSIDAD;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-02-01;01;CHAMBERI;TRAFALGAR;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;01;TETUAN;BELLAS VISTAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;01;PUENTE DE VALLECAS;ENTREVIAS;092;1;ROBOS CON FUERZA
2026-02-01;01;CENTRO;UNIVERSIDAD;092;3;RUIDOS MOLESTOS
2026-02-01;01;CHAMARTIN;EL VISO;092;1;RUIDOS MOLESTOS
2026-02-01;01;CHAMBERI;ARAPILES;092;2;RUIDOS MOLESTOS
2026-02-01;01;CHAMBERI;VALLEHERMOSO;092;2;RUIDOS MOLESTOS
2026-02-01;01;LATINA;AGUILAS;092;2;RUIDOS MOLESTOS
2026-02-01;01;RETIRO;PACIFICO;092;1;RUIDOS MOLESTOS
2026-02-01;01;VILLAVERDE;BUTARQUE;092;1;RUIDOS MOLESTOS
2026-02-01;01;VILLAVERDE;SAN CRISTOBAL;092;1;RUIDOS MOLESTOS
2026-02-01;01;TETUAN;BERRUGUETE;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-02-01;01;FUENCARRAL - EL PARDO;PILAR;112;1;ACTUACION DE BOMBEROS
2026-02-01;01;CHAMBERI;TRAFALGAR;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;01;PUENTE DE VALLECAS;ENTREVIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;01;CENTRO;JUSTICIA;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;01;USERA;ALMENDRALES;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-02-01;01;PUENTE DE VALLECAS;NUMANCIA;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;01;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;01;CENTRO;SOL;112;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-02-01;01;SALAMANCA;GUINDALERA;092;1;INFORMACION AL CIUDADANO
2026-02-01;01;LATINA;LOS CARMENES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;01;SAN BLAS - CANILLEJAS;SIMANCAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;01;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;01;PUENTE DE VALLECAS;NUMANCIA;112;1;OTROS DELITOS...
2026-02-01;01;SALAMANCA;GUINDALERA;112;1;OTROS DELITOS...
2026-02-01;01;CHAMARTIN;EL VISO;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;01;PUENTE DE VALLECAS;PORTAZGO;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;01;ARGANZUELA;IMPERIAL;112;1;ROBOS CON FUERZA
2026-02-01;01;CHAMBERI;TRAFALGAR;112;1;ROBOS CON FUERZA
2026-02-01;01;CENTRO;CORTES;092;1;RUIDOS MOLESTOS
2026-02-01;01;CIUDAD LINEAL;PUEBLO NUEVO;112;1;RUIDOS MOLESTOS
2026-02-01;01;CIUDAD LINEAL;VENTAS;092;1;RUIDOS MOLESTOS
2026-02-01;01;HORTALEZA;CANILLAS;092;1;RUIDOS MOLESTOS
2026-02-01;01;LATINA;ALUCHE;092;1;RUIDOS MOLESTOS
2026-02-01;01;RETIRO;IBIZA;092;1;RUIDOS MOLESTOS
2026-02-01;01;TETUAN;BERRUGUETE;092;1;RUIDOS MOLESTOS
2026-02-01;01;VILLAVERDE;ANGELES;092;2;RUIDOS MOLESTOS
2026-02-01;01;ARGANZUELA;DELICIAS;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-02-01;01;USERA;ORCASITAS;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-02-01;02;CHAMARTIN;CASTILLA;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-02-01;02;LATINA;CAMPAMENTO;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-02-01;02;PUENTE DE VALLECAS;PALOMERAS BAJAS;112;1;ACTUACION DE BOMBEROS
2026-02-01;02;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;112;1;ACTUACION DE BOMBEROS
2026-02-01;02;CARABANCHEL;OPAÑEL;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;02;CENTRO;EMBAJADORES;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;02;MONCLOA - ARAVACA;ARGÜELLES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;02;MORATALAZ;HORCAJO;112;1;NOTA INFORMATIVA
2026-02-01;02;CARABANCHEL;ABRANTES;112;1;OTROS DELITOS...
2026-02-01;02;LATINA;ALUCHE;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;02;CHAMBERI;GAZTAMBIDE;112;1;ROBOS CON FUERZA
2026-02-01;02;CENTRO;UNIVERSIDAD;092;2;RUIDOS MOLESTOS
2026-02-01;02;HORTALEZA;VALDEFUENTES;092;1;RUIDOS MOLESTOS
2026-02-01;02;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;1;RUIDOS MOLESTOS
2026-02-01;02;RETIRO;LOS JERONIMOS;092;1;SEG.VIAL: COLABORACION EN MATERIA DE TRAFICO Y MOVILIDAD
2026-02-01;02;CARABANCHEL;SAN ISIDRO;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-02-01;02;CENTRO;JUSTICIA;CISEM;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;02;CHAMARTIN;EL VISO;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-02-01;02;ARGANZUELA;IMPERIAL;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;02;CENTRO;CORTES;112;1;HURTOS
2026-02-01;02;CENTRO;UNIVERSIDAD;112;1;REYERTAS / AGRESIONES
2026-02-01;02;ARGANZUELA;PALOS DE LA FRONTERA;112;1;ROBOS CON FUERZA
2026-02-01;02;CARABANCHEL;OPAÑEL;092;1;RUIDOS MOLESTOS
2026-02-01;02;CENTRO;SOL;092;1;RUIDOS MOLESTOS
2026-02-01;02;CHAMBERI;TRAFALGAR;092;1;RUIDOS MOLESTOS
2026-02-01;02;CIUDAD LINEAL;VENTAS;092;2;RUIDOS MOLESTOS
2026-02-01;02;VICALVARO;EL CAÑAVERAL;092;1;RUIDOS MOLESTOS
2026-02-01;02;CIUDAD LINEAL;PUEBLO NUEVO;112;1;ACCIDENTES LABORALES
2026-02-01;02;MONCLOA - ARAVACA;VALDEZARZA;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;02;TETUAN;CUATRO CAMINOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;02;VILLAVERDE;LOS ROSALES;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;02;FUENCARRAL - EL PARDO;PILAR;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;02;USERA;ZOFIO;112;1;INCIDENCIA 112
2026-02-01;02;CARABANCHEL;VISTA ALEGRE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;02;PUENTE DE VALLECAS;ENTREVIAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;02;TETUAN;BELLAS VISTAS;112;1;OTROS DELITOS...
2026-02-01;02;CENTRO;PALACIO;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;02;CHAMARTIN;CASTILLA;RADIO;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;02;ARGANZUELA;ATOCHA;112;1;REYERTAS / AGRESIONES
2026-02-01;02;SALAMANCA;CASTELLANA;112;1;REYERTAS / AGRESIONES
2026-02-01;02;TETUAN;ALMENARA;112;1;REYERTAS / AGRESIONES
2026-02-01;02;ARGANZUELA;PALOS DE LA FRONTERA;092;2;RUIDOS MOLESTOS
2026-02-01;02;CARABANCHEL;BUENAVISTA;092;1;RUIDOS MOLESTOS
2026-02-01;02;CENTRO;EMBAJADORES;092;2;RUIDOS MOLESTOS
2026-02-01;02;CHAMARTIN;CASTILLA;112;1;RUIDOS MOLESTOS
2026-02-01;02;CHAMARTIN;EL VISO;092;1;RUIDOS MOLESTOS
2026-02-01;02;CHAMARTIN;NUEVA ESPAÑA;092;1;RUIDOS MOLESTOS
2026-02-01;02;USERA;ALMENDRALES;092;1;RUIDOS MOLESTOS
2026-02-01;02;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;2;RUIDOS MOLESTOS
2026-02-01;02;CENTRO;PALACIO;112;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-02-01;02;SAN BLAS - CANILLEJAS;ARCOS;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-02-01;02;SAN BLAS - CANILLEJAS;SIMANCAS;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-02-01;02;TETUAN;CUATRO CAMINOS;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-02-01;02;LATINA;ALUCHE;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;02;USERA;MOSCARDO;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;02;USERA;SAN FERMIN;112;1;ACTUACION DE SAMUR / SUMMA
2026-02-01;02;CHAMARTIN;EL VISO;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-02-01;02;CENTRO;EMBAJADORES;092;2;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-02-01;02;CHAMARTIN;PROSPERIDAD;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-02-01;02;SALAMANCA;GUINDALERA;092;1;NOTA INFORMATIVA
2026-02-01;02;CENTRO;JUSTICIA;112;1;OTROS DELITOS...
2026-02-01;02;CENTRO;SOL;112;1;OTROS DELITOS...
2026-02-01;02;VILLAVERDE;ANGELES;112;1;OTROS DELITOS...
2026-02-01;02;ARGANZUELA;IMPERIAL;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;02;CHAMARTIN;EL VISO;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-02-01;02;VICALVARO;CASCO HISTORICO DE VICALVARO;112;1;REYERTAS / AGRESIONES
