Día de creación;Hora de creación;Distrito;Barrio;Origen;Incidentes;Descripcíon tipo de apertura
2026-04-01;02;CARABANCHEL;BUENAVISTA;112;1;NORMAS DE CONVIVENCIA
2026-04-01;02;CENTRO;CORTES;112;2;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;02;SAN BLAS - CANILLEJAS;ARCOS;092;1;ROBOS CON FUERZA
2026-04-01;02;CARABANCHEL;VISTA ALEGRE;092;1;RUIDOS MOLESTOS
2026-04-01;02;VILLA DE VALLECAS;CASCO HISTORICO DE VALLECAS;092;2;RUIDOS MOLESTOS
2026-04-01;02;LATINA;LUCERO;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;02;TETUAN;BELLAS VISTAS;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-04-01;02;CENTRO;UNIVERSIDAD;112;1;NORMAS DE CONVIVENCIA
2026-04-01;02;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;REYERTAS / AGRESIONES
2026-04-01;02;USERA;ALMENDRALES;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;02;CIUDAD LINEAL;VENTAS;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-04-01;02;HORTALEZA;PINAR DEL REY;112;1;REYERTAS / AGRESIONES
2026-04-01;02;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;SEGURIDAD: COLABRACION CON OTROS CUERPOS O SERVICIOS
2026-04-01;02;HORTALEZA;APOSTOL SANTIAGO;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-04-01;02;VICALVARO;CASCO HISTORICO DE VICALVARO;112;1;ANOMALIAS EN VIA PUBLICA
2026-04-01;02;PUENTE DE VALLECAS;ENTREVIAS;092;1;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;02;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;02;CIUDAD LINEAL;VENTAS;092;1;RUIDOS MOLESTOS
2026-04-01;03;LATINA;LUCERO;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;03;RETIRO;PACIFICO;CISEM;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;03;SALAMANCA;GUINDALERA;CISEM;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;03;CARABANCHEL;OPAÑEL;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-04-01;03;LATINA;ALUCHE;092;1;RUIDOS MOLESTOS
2026-04-01;03;VICALVARO;CASCO HISTORICO DE VICALVARO;092;1;RUIDOS MOLESTOS
2026-04-01;03;ARGANZUELA;ATOCHA;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;03;CENTRO;JUSTICIA;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;03;CIUDAD LINEAL;LA CONCEPCION;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;03;SAN BLAS - CANILLEJAS;ROSAS;112;1;INCIDENCIA 112
2026-04-01;03;CARABANCHEL;VISTA ALEGRE;092;1;RUIDOS MOLESTOS
2026-04-01;03;CENTRO;UNIVERSIDAD;092;1;RUIDOS MOLESTOS
2026-04-01;03;CHAMBERI;TRAFALGAR;092;1;RUIDOS MOLESTOS
2026-04-01;03;ARGANZUELA;CHOPERA;092;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;03;TETUAN;CASTILLEJOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;03;ARGANZUELA;ACACIAS;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;03;CHAMBERI;ARAPILES;112;1;REYERTAS / AGRESIONES
2026-04-01;03;CARABANCHEL;SAN ISIDRO;092;1;RUIDOS MOLESTOS
2026-04-01;03;CENTRO;JUSTICIA;092;1;RUIDOS MOLESTOS
2026-04-01;03;HORTALEZA;CANILLAS;092;1;RUIDOS MOLESTOS
2026-04-01;03;SALAMANCA;FUENTE DEL BERRO;092;1;RUIDOS MOLESTOS
2026-04-01;03;USERA;PRADOLONGO;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-04-01;03;CENTRO;EMBAJADORES;092;1;RUIDOS MOLESTOS
2026-04-01;03;CHAMARTIN;PROSPERIDAD;092;1;RUIDOS MOLESTOS
2026-04-01;03;TETUAN;BERRUGUETE;092;1;SEG.VIAL: COLABORACION EN MATERIA DE TRAFICO Y MOVILIDAD
2026-04-01;03;CARABANCHEL;OPAÑEL;112;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-04-01;04;CENTRO;JUSTICIA;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;04;HORTALEZA;VALDEFUENTES;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;04;SAN BLAS - CANILLEJAS;EL SALVADOR;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;04;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;092;1;INFORMACION AL CIUDADANO
2026-04-01;04;LATINA;LUCERO;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-04-01;04;PUENTE DE VALLECAS;SAN DIEGO;112;1;ROBOS CON FUERZA
2026-04-01;04;SAN BLAS - CANILLEJAS;CANILLEJAS;112;1;ROBOS CON VIOLENCIA / INTIMIDACION
2026-04-01;04;SALAMANCA;CASTELLANA;112;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-04-01;04;HORTALEZA;VALDEFUENTES;112;1;VIOLENCIA DE GENERO Y FAMILIAR
2026-04-01;04;USERA;MOSCARDO;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;04;PUENTE DE VALLECAS;SAN DIEGO;092;1;RUIDOS MOLESTOS
2026-04-01;04;CHAMBERI;ARAPILES;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;04;Desconocido;Desconocido;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-04-01;04;MONCLOA - ARAVACA;ARGÜELLES;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-04-01;04;FUENCARRAL - EL PARDO;MIRASIERRA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;04;USERA;ORCASUR;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;04;SALAMANCA;GUINDALERA;092;2;INFORMACION AL CIUDADANO
2026-04-01;04;VICALVARO;EL CAÑAVERAL;112;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;04;CARABANCHEL;OPAÑEL;112;1;REYERTAS / AGRESIONES
2026-04-01;05;CHAMBERI;GAZTAMBIDE;092;1;CONSUMO ALCOHOL/DROGAS EN VIA PUBLICA
2026-04-01;05;PUENTE DE VALLECAS;ENTREVIAS;112;1;OTROS DELITOS...
2026-04-01;05;CIUDAD LINEAL;QUINTANA;112;1;ROBOS CON FUERZA
2026-04-01;05;VILLAVERDE;ANGELES;092;1;RUIDOS MOLESTOS
2026-04-01;05;VILLAVERDE;VILLAVERDE ALTO - CASCO HISTORICO DE VILLAVERDE;092;1;RUIDOS MOLESTOS
2026-04-01;05;CARABANCHEL;BUENAVISTA;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;05;PUENTE DE VALLECAS;SAN DIEGO;092;1;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;05;TETUAN;CUATRO CAMINOS;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;05;CENTRO;EMBAJADORES;092;1;RUIDOS MOLESTOS
2026-04-01;05;CHAMBERI;ARAPILES;092;1;RUIDOS MOLESTOS
2026-04-01;05;CENTRO;CORTES;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-04-01;05;CIUDAD LINEAL;PUEBLO NUEVO;RADIO;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-04-01;05;RETIRO;IBIZA;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;05;LATINA;ALUCHE;112;1;ACTUACION DE BOMBEROS
2026-04-01;05;CENTRO;PALACIO;092;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-04-01;05;MONCLOA - ARAVACA;ARGÜELLES;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;05;VILLAVERDE;ANGELES;092;1;NORMAS DE CONVIVENCIA
2026-04-01;05;CIUDAD LINEAL;VENTAS;112;1;REYERTAS / AGRESIONES
2026-04-01;06;CENTRO;EMBAJADORES;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-04-01;06;CENTRO;PALACIO;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;06;ARGANZUELA;LEGAZPI;092;1;DELITOS CONTRA LA SEGURIDAD VIAL
2026-04-01;06;LATINA;PUERTA DEL ANGEL;092;1;NORMAS DE CONVIVENCIA
2026-04-01;06;CENTRO;JUSTICIA;092;1;RUIDOS MOLESTOS
2026-04-01;06;SALAMANCA;CASTELLANA;112;1;ACTUACION DE BOMBEROS
2026-04-01;06;USERA;SAN FERMIN;092;1;RUIDOS MOLESTOS
2026-04-01;06;CARABANCHEL;VISTA ALEGRE;112;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-04-01;06;MORATALAZ;MARROQUINA;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;06;SALAMANCA;RECOLETOS;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;06;CARABANCHEL;OPAÑEL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;06;CENTRO;EMBAJADORES;112;1;NORMAS DE CONVIVENCIA
2026-04-01;06;TETUAN;CUATRO CAMINOS;112;1;REYERTAS / AGRESIONES
2026-04-01;06;CIUDAD LINEAL;QUINTANA;092;1;RUIDOS MOLESTOS
2026-04-01;06;TETUAN;ALMENARA;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-04-01;06;TETUAN;ALMENARA;092;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-04-01;06;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;092;1;ANOMALIAS EN VIA PUBLICA
2026-04-01;06;CENTRO;JUSTICIA;092;1;INFORMACION AL CIUDADANO
2026-04-01;06;PUENTE DE VALLECAS;SAN DIEGO;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;06;CENTRO;EMBAJADORES;092;1;RUIDOS MOLESTOS
2026-04-01;07;CARABANCHEL;SAN ISIDRO;092;1;ACCIDENTE DE TRAFICO SIN HERIDOS
2026-04-01;07;FUENCARRAL - EL PARDO;PEÑAGRANDE;112;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-04-01;07;SAN BLAS - CANILLEJAS;REJAS;092;1;ANOMALIAS EN VIA PUBLICA
2026-04-01;07;SALAMANCA;FUENTE DEL BERRO;092;1;INFORMACION AL CIUDADANO
2026-04-01;07;CARABANCHEL;ABRANTES;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;07;CENTRO;EMBAJADORES;092;1;RUIDOS MOLESTOS
2026-04-01;07;PUENTE DE VALLECAS;SAN DIEGO;112;1;SUCESOS: COLABORACIONES CON OTROS SERVICIOS
2026-04-01;07;VILLAVERDE;ANGELES;112;1;ACTUACION DE BOMBEROS
2026-04-01;07;CENTRO;UNIVERSIDAD;RADIO;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;07;BARAJAS;AEROPUERTO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;07;SALAMANCA;GUINDALERA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;07;SAN BLAS - CANILLEJAS;SIMANCAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;07;CENTRO;EMBAJADORES;092;1;NORMAS DE CONVIVENCIA
2026-04-01;07;CHAMARTIN;EL VISO;092;1;REYERTAS / AGRESIONES
2026-04-01;07;CENTRO;UNIVERSIDAD;112;1;ROBOS CON FUERZA
2026-04-01;07;CENTRO;EMBAJADORES;092;1;ACTUACION DE BOMBEROS
2026-04-01;07;CHAMBERI;TRAFALGAR;112;1;ACTUACION DE BOMBEROS
2026-04-01;07;ARGANZUELA;DELICIAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;07;CARABANCHEL;BUENAVISTA;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;07;CENTRO;UNIVERSIDAD;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;07;MONCLOA - ARAVACA;ARGÜELLES;092;1;CONVIVENCIA: COLABORACIONES CON OTROS SERVICIOS
2026-04-01;07;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;112;1;INCIDENCIA 112
2026-04-01;07;USERA;ALMENDRALES;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;07;CHAMBERI;TRAFALGAR;092;1;RUIDOS MOLESTOS
2026-04-01;07;LATINA;LUCERO;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;07;PUENTE DE VALLECAS;PALOMERAS BAJAS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;07;CIUDAD LINEAL;QUINTANA;112;1;ROBOS CON FUERZA
2026-04-01;07;CENTRO;SOL;092;1;RUIDOS MOLESTOS
2026-04-01;08;CARABANCHEL;VISTA ALEGRE;092;1;ANOMALIAS EN VIA PUBLICA
2026-04-01;08;SAN BLAS - CANILLEJAS;ROSAS;112;1;FALLECIDOS POR DELITO O CAUSA DESCONOCIDA
2026-04-01;08;CENTRO;PALACIO;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-04-01;08;MONCLOA - ARAVACA;ARAVACA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;08;RETIRO;PACIFICO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;08;CENTRO;EMBAJADORES;112;1;OTROS DELITOS...
2026-04-01;08;SALAMANCA;RECOLETOS;112;1;RESOLUCION CONFLICTOS PRIVADOS
2026-04-01;08;RETIRO;IBIZA;092;1;RUIDOS MOLESTOS
2026-04-01;08;FUENCARRAL - EL PARDO;PILAR;RADIO;1;ALTERACIONES DE TRAFICO Y MOVILIDAD
2026-04-01;08;BARAJAS;ALAMEDA DE OSUNA;092;1;ANOMALIAS EN VIA PUBLICA
2026-04-01;08;PUENTE DE VALLECAS;PALOMERAS SURESTE;092;1;ANOMALIAS EN VIA PUBLICA
2026-04-01;08;CIUDAD LINEAL;SAN PASCUAL;112;1;ATROPELLOS
2026-04-01;08;CIUDAD LINEAL;VENTAS;092;1;INFORMACION AL CIUDADANO
2026-04-01;08;SALAMANCA;LISTA;092;1;INFRACCION A OTRAS OOMM Y NORMAS
2026-04-01;08;BARAJAS;ALAMEDA DE OSUNA;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;08;BARAJAS;CORRALEJOS;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;08;CENTRO;CORTES;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;08;PUENTE DE VALLECAS;SAN DIEGO;092;2;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;08;VICALVARO;CASCO HISTORICO DE VICALVARO;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;08;CENTRO;EMBAJADORES;092;2;NORMAS DE CONVIVENCIA
2026-04-01;08;CARABANCHEL;PUERTA BONITA;112;1;OTROS DELITOS...
2026-04-01;08;CENTRO;UNIVERSIDAD;112;1;ROBOS CON FUERZA
2026-04-01;08;CENTRO;EMBAJADORES;092;1;VENTA AMBULANTE
2026-04-01;08;TETUAN;ALMENARA;112;1;ACCIDENTE DE TRAFICO CON HERIDOS-VICTIMAS
2026-04-01;08;CARABANCHEL;BUENAVISTA;RADIO;1;ACTUACION DE BOMBEROS
2026-04-01;08;BARAJAS;CASCO HISTORICO DE BARAJAS;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;08;MONCLOA - ARAVACA;CIUDAD UNIVERSITARIA;112;1;ACTUACION DE SAMUR / SUMMA
2026-04-01;08;ARGANZUELA;IMPERIAL;092;1;ACTUACIONES ADVAS. EN LOCALES PUBLICOS Y DE OCIO
2026-04-01;08;MONCLOA - ARAVACA;ARAVACA;092;1;ANOMALIAS EN VIA PUBLICA
2026-04-01;08;CENTRO;UNIVERSIDAD;092;1;HURTOS
2026-04-01;08;ARGANZUELA;IMPERIAL;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
2026-04-01;08;FUENCARRAL - EL PARDO;PEÑAGRANDE;092;1;INFRACCIONES AL TRAFICO Y SEGURIDAD VIAL
